date,market,symbol,name
2025-09-18,sz,483005,深港通综指R
2025-09-18,sz,483006,深港通综指R(港币)
2025-09-18,sz,483007,深港通100R
2025-09-18,sz,483008,深港通100R(港币)
2025-09-18,sz,483009,深港通手机产业链R
2025-09-18,sz,483010,深港通手机产业链R(港币)
2025-09-18,sz,483011,深港通绿色优选R
2025-09-18,sz,483012,深港通绿色优选R(港币)
2025-09-18,sz,483013,深港通能源R
2025-09-18,sz,483014,深港通能源R（港币）
2025-09-18,sz,483015,深港通材料R
2025-09-18,sz,483016,深港通材料R（港币）
2025-09-18,sz,483017,深港通工业R
2025-09-18,sz,483018,深港通工业R（港币）
2025-09-18,sz,483019,深港通可选消费R
2025-09-18,sz,483020,深港通可选消费R（港币）
2025-09-18,sz,483021,深港通主要消费R
2025-09-18,sz,483022,深港通主要消费R（港币）
2025-09-18,sz,483023,深港通医药卫生R
2025-09-18,sz,483024,深港通医药卫生R（港币）
2025-09-18,sz,483025,深港通金融R
2025-09-18,sz,483026,深港通金融R（港币）
2025-09-18,sz,483027,深港通信息技术R
2025-09-18,sz,483028,深港通信息技术R（港币）
2025-09-18,sz,483029,深港通电信业务R
2025-09-18,sz,483030,深港通电信业务R（港币）
2025-09-18,sz,483031,深港通公用事业R
2025-09-18,sz,483032,深港通公用事业R（港币）
2025-09-18,sz,483033,深港通通信服务R
2025-09-18,sz,483034,深港通通信服务R（港币）
2025-09-18,sz,483035,深港通医疗R
2025-09-18,sz,483036,深港通医疗R（港币）
2025-09-18,sz,483037,深港通食品零售R
2025-09-18,sz,483038,深港通食品零售R（港币）
2025-09-18,sz,483039,深港通汽车R
2025-09-18,sz,483040,深港通汽车R（港币）
2025-09-18,sz,483041,深港通服装纺织R
2025-09-18,sz,483042,深港通服装纺织R（港币）
2025-09-18,sz,483043,深港通电脑硬件R
2025-09-18,sz,483044,深港通电脑硬件R（港币）
2025-09-18,sz,483045,深港通消费服务R
2025-09-18,sz,483046,深港通消费服务R（港币）
2025-09-18,sz,483047,深港通网络软件R
2025-09-18,sz,483048,深港通网络软件R（港币）
2025-09-18,sz,483049,深港通耐用消费R
2025-09-18,sz,483050,深港通耐用消费R（港币）
2025-09-18,sz,483051,深港通农牧渔R
2025-09-18,sz,483052,深港通农牧渔R（港币）
2025-09-18,sz,483053,深港通非银R
2025-09-18,sz,483054,深港通非银R（港币）
2025-09-18,sz,483055,深港通工业服务R
2025-09-18,sz,483056,深港通工业服务R（港币）
2025-09-18,sz,483057,深港通电信服务R
2025-09-18,sz,483058,深港通电信服务R（港币）
2025-09-18,sz,483059,深港通生科R
2025-09-18,sz,483060,深港通生科R（港币）
2025-09-18,sz,483061,深港通基材R
2025-09-18,sz,483062,深港通基材R（港币）
2025-09-18,sz,483063,深港通化工R
2025-09-18,sz,483064,深港通化工R（港币）
2025-09-18,sz,483065,深港通食品饮料R
2025-09-18,sz,483066,深港通食品饮料R（港币）
2025-09-18,sz,483067,深港通半导体R
2025-09-18,sz,483068,深港通半导体R（港币）
2025-09-18,sz,483069,深港通工业品R
2025-09-18,sz,483070,深港通工业品R（港币）
2025-09-18,sz,483071,深港通房地产R
2025-09-18,sz,483072,深港通房地产R（港币）
2025-09-18,sz,483073,深港通零售R
2025-09-18,sz,483074,深港通零售R（港币）
2025-09-18,sz,483075,深港通传媒R
2025-09-18,sz,483076,深港通传媒R（港币）
2025-09-18,sz,483077,深港通运输R
2025-09-18,sz,483078,深港通运输R（港币）
2025-09-18,sz,483079,深港通制药R
2025-09-18,sz,483080,深港通制药R（港币）
2025-09-18,sz,483081,深港通银行R
2025-09-18,sz,483082,深港通银行R（港币）
2025-09-18,sz,483083,深港通内房股R
2025-09-18,sz,483084,深港通内房股R(港币)
2025-09-18,sz,483085,深港通节能R
2025-09-18,sz,483086,深港通节能R(港币)
2025-09-18,sz,483087,深港通新能源车R
2025-09-18,sz,483088,深港通新能源车R(港币)
2025-09-18,sz,483089,深港通大湾区R
2025-09-18,sz,483090,深港通大湾区R(港币)
2025-09-18,sz,483091,深港通50R
2025-09-18,sz,483092,深港通50R（港币）
2025-09-18,sz,483101,内地生物科技R
2025-09-18,sz,483102,内地生物科技R(港币)
2025-09-18,sz,483103,内地医疗器械R
2025-09-18,sz,483104,内地医疗器械R(港币)
2025-09-18,sz,483105,内地消费电子R
2025-09-18,sz,483106,内地消费电子R(港币)
2025-09-18,sz,483160,低碳科技R
2025-09-18,sz,483161,低碳科技R(港币)
2025-09-18,sz,487001,港股50R
2025-09-18,sz,487002,港股50R（人民币）
2025-09-18,sz,487003,港股通50R
2025-09-18,sz,487004,港股通50R（人民币）
2025-09-18,sz,487006,港股科技R
2025-09-18,sz,487007,港股科技R（人民币）
2025-09-18,sz,487010,港股大中盘R
2025-09-18,sz,487011,港股大中盘R（人民币）
2025-09-18,sz,487012,港股大盘R
2025-09-18,sz,487013,港股大盘R（人民币）
2025-09-18,sz,487014,港股中盘R
2025-09-18,sz,487015,港股中盘R（人民币）
2025-09-18,sz,487016,港股通红利低波R
2025-09-18,sz,487017,港股通红利低波R（人民币）
2025-09-18,sz,487020,内房股R
2025-09-18,sz,487021,内房股R（人民币）
2025-09-18,sz,487026,港股通新能源R
2025-09-18,sz,487027,港股通新能源R（人民币）
2025-09-18,sz,489001,新华500R
2025-09-18,sz,489002,新华区块链R
2025-09-18,sz,489003,新华精选成长50R
2025-09-18,sz,489004,新华优选价值50R
2025-09-18,sz,489005,新华资源保障R
2025-09-18,sz,489006,新华SHS新兴消费R
2025-09-18,sz,489007,新华SHS新兴消费R(港币)
2025-09-18,sz,489008,新华ESG300R
2025-09-18,sz,489009,新华ESG 50R
2025-09-18,sz,489010,长三角崛起城市R
2025-09-18,sz,489011,青岛50R
2025-09-18,sz,489012,能源转型升级R
2025-09-18,sz,489013,稀土产业链R
2025-09-18,sz,489015,智选策略100R
2025-09-18,sz,489016,红利价值R
2025-09-18,sz,489017,质量优势R
2025-09-18,csi,704843,MSCI中国A股国际
2025-09-18,csi,716567,MSCI中国A股国际通
2025-09-18,csi,930050,中证A50
2025-09-18,csi,930598,稀土产业
2025-09-18,csi,930599,中证高装
2025-09-18,csi,930601,中证软件
2025-09-18,csi,930604,中国互联网30
2025-09-18,csi,930606,中证钢铁
2025-09-18,csi,930608,中证基建
2025-09-18,csi,930614,环保50
2025-09-18,csi,930620,CSSW丝路
2025-09-18,csi,930621,CSSW高铁
2025-09-18,csi,930622,CSSW白酒
2025-09-18,csi,930625,SHS互联网
2025-09-18,csi,930629,CSSW健康
2025-09-18,csi,930632,CS稀金属
2025-09-18,csi,930633,中证旅游
2025-09-18,csi,930640,CSWD重组
2025-09-18,csi,930641,中证中药
2025-09-18,csi,930648,CS智消费
2025-09-18,csi,930651,CS计算机
2025-09-18,csi,930652,CS电子
2025-09-18,csi,930653,CS食品饮
2025-09-18,csi,930660,CSSW体育
2025-09-18,csi,930661,CSSW互金
2025-09-18,csi,930662,CS现代农
2025-09-18,csi,930697,家用电器
2025-09-18,csi,930701,CS京津冀
2025-09-18,csi,930707,中证畜牧
2025-09-18,csi,930708,中证有色
2025-09-18,csi,930709,香港证券
2025-09-18,csi,930712,CS物联网
2025-09-18,csi,930713,CS人工智
2025-09-18,csi,930715,CS朝阳88
2025-09-18,csi,930716,CS物流
2025-09-18,csi,930719,CS精准医
2025-09-18,csi,930720,CS互医疗
2025-09-18,csi,930721,CS智汽车
2025-09-18,csi,930723,沪港深F100
2025-09-18,csi,930725,CS车联网
2025-09-18,csi,930726,CS生医
2025-09-18,csi,930734,360互联+
2025-09-18,csi,930738,四川国改
2025-09-18,csi,930740,300红利低波
2025-09-18,csi,930743,中证生科
2025-09-18,csi,930746,港中小企
2025-09-18,csi,930748,沪深300USD
2025-09-18,csi,930749,沪深300USD(CNH)
2025-09-18,csi,930758,凤凰50
2025-09-18,csi,930767,沪深300优选
2025-09-18,csi,930781,中证影视
2025-09-18,csi,930782,500SNLV
2025-09-18,csi,930790,CS娱乐TI
2025-09-18,csi,930791,CS医药TI
2025-09-18,csi,930792,HK银行
2025-09-18,csi,930796,全球中国互联网
2025-09-18,csi,930820,CS高端制
2025-09-18,csi,930821,中证VR
2025-09-18,csi,930838,CS高股息
2025-09-18,csi,930839,港股通高息精选
2025-09-18,csi,930850,智能制造
2025-09-18,csi,930851,云计算
2025-09-18,csi,930875,空天军工
2025-09-18,csi,930882,CS珠三角
2025-09-18,csi,930901,动漫游戏
2025-09-18,csi,930902,中证数据
2025-09-18,csi,930903,中证A股
2025-09-18,csi,930910,农牧渔
2025-09-18,csi,930914,港股通高股息
2025-09-18,csi,930915,港股通高股息CNY
2025-09-18,csi,930917,SHS高股息
2025-09-18,csi,930927,CR基石
2025-09-18,csi,930928,CR新动能
2025-09-18,csi,930930,港股综合
2025-09-18,csi,930931,港股通50
2025-09-18,csi,930937,稳健成长
2025-09-18,csi,930938,500成长估值
2025-09-18,csi,930939,500质量成长
2025-09-18,csi,930955,红利低波100
2025-09-18,csi,930957,港股通中国100
2025-09-18,csi,930965,港股通医药C
2025-09-18,csi,930975,港股通医药CCNY
2025-09-18,csi,930986,金融科技
2025-09-18,csi,930997,新能源车
2025-09-18,csi,930999,SHS大湾区
2025-09-18,csi,931000,大湾区
2025-09-18,csi,931008,汽车指数
2025-09-18,csi,931009,建筑材料
2025-09-18,csi,931021,家电龙头
2025-09-18,csi,931023,北京50
2025-09-18,csi,931024,港股通非银
2025-09-18,csi,931027,港股通大消费
2025-09-18,csi,931028,港股通非银CNY
2025-09-18,csi,931033,杭州湾区
2025-09-18,csi,931039,银行AH
2025-09-18,csi,931052,国信价值
2025-09-18,csi,931053,高股息策略
2025-09-18,csi,931066,军工龙头
2025-09-18,csi,931067,绩优策略
2025-09-18,csi,931068,消费龙头
2025-09-18,csi,931069,中金300
2025-09-18,csi,931071,人工智能
2025-09-18,csi,931072,全球中国互联网HKD
2025-09-18,csi,931073,CSIHK1
2025-09-18,csi,931074,CSIHK2
2025-09-18,csi,931075,CSIHK3
2025-09-18,csi,931076,CSIHK4
2025-09-18,csi,931077,CSIHK5
2025-09-18,csi,931078,中证转债及可交换债
2025-09-18,csi,931079,5G通信
2025-09-18,csi,931087,科技龙头
2025-09-18,csi,931088,180 ESG
2025-09-18,csi,931132,诚通央企红利
2025-09-18,csi,931133,经济蓝筹
2025-09-18,csi,931134,AH经济蓝筹
2025-09-18,csi,931136,深圳科技
2025-09-18,csi,931139,CS消费50
2025-09-18,csi,931140,医药50
2025-09-18,csi,931141,CS长三角
2025-09-18,csi,931142,东证竞争
2025-09-18,csi,931144,通信技术
2025-09-18,csi,931151,光伏产业
2025-09-18,csi,931152,CS创新药
2025-09-18,csi,931157,SHS红利成长LV
2025-09-18,csi,931159,创新100
2025-09-18,csi,931160,通信设备
2025-09-18,csi,931163,浙江100
2025-09-18,csi,931165,新兴科技100
2025-09-18,csi,931166,医药健康100
2025-09-18,csi,931167,先进制造100
2025-09-18,csi,931186,中证科技
2025-09-18,csi,931187,科技100
2025-09-18,csi,931228,亚洲新兴市场科技
2025-09-18,csi,931230,汽车零部件
2025-09-18,csi,931231,央企红利50
2025-09-18,csi,931232,朝阳100
2025-09-18,csi,931233,港股通央企红利
2025-09-18,csi,931234,长三角示范区50
2025-09-18,csi,931235,中证电信
2025-09-18,csi,931238,SSH黄金股票
2025-09-18,csi,931239,港股通汽车
2025-09-18,csi,931243,诚通央企ESG
2025-09-18,csi,931247,中证信创
2025-09-18,csi,931248,油气资源
2025-09-18,csi,931250,港股通创新药
2025-09-18,csi,931258,东证价值
2025-09-18,csi,931259,转债流动性策略
2025-09-18,csi,931268,持续发展
2025-09-18,csi,931271,通信设备主题
2025-09-18,csi,931357,优选消费50
2025-09-18,csi,931359,沪深300AUD(CNH)
2025-09-18,csi,931372,浙江国资
2025-09-18,csi,931375,300质量低波
2025-09-18,csi,931380,科技50
2025-09-18,csi,931381,中证长三角
2025-09-18,csi,931382,智选300 ESG领先
2025-09-18,csi,931393,湖北指数
2025-09-18,csi,931395,沪港深300
2025-09-18,csi,931402,证券先锋
2025-09-18,csi,931403,品牌工程
2025-09-18,csi,931404,SHS品牌消费50
2025-09-18,csi,931406,5G 50
2025-09-18,csi,931409,SHS创新药
2025-09-18,csi,931412,证券公司30
2025-09-18,csi,931440,创新药30
2025-09-18,csi,931442,SHS科技100
2025-09-18,csi,931446,东证红利低波
2025-09-18,csi,931447,科技先锋
2025-09-18,csi,931454,港股通消费
2025-09-18,csi,931455,港股通消费CNY
2025-09-18,csi,931456,中国教育
2025-09-18,csi,931461,电子50
2025-09-18,csi,931463,300 ESG
2025-09-18,csi,931465,300 ESG领先
2025-09-18,csi,931468,红利质量
2025-09-18,csi,931469,云计算50
2025-09-18,csi,931470,SHS云计算
2025-09-18,csi,931476,ESG 120策略
2025-09-18,csi,931477,华夏银行ESG
2025-09-18,csi,931478,苏州绿色发展
2025-09-18,csi,931479,证券保险
2025-09-18,csi,931480,线上消费
2025-09-18,csi,931481,SHS线上消费
2025-09-18,csi,931484,CS医药创新
2025-09-18,csi,931487,SHS人工智能50
2025-09-18,csi,931494,消费电子
2025-09-18,csi,931495,工业互联
2025-09-18,csi,931521,高装细分50
2025-09-18,csi,931522,央企新动能
2025-09-18,csi,931523,SHS动漫游戏
2025-09-18,csi,931524,SHS科技龙头
2025-09-18,csi,931526,企业核心竞争力50
2025-09-18,csi,931529,国企数字经济
2025-09-18,csi,931554,长江保护
2025-09-18,csi,931559,苏银理财长三角
2025-09-18,csi,931573,港股通科技
2025-09-18,csi,931574,港股科技
2025-09-18,csi,931575,SHS物联网
2025-09-18,csi,931579,东证优势成长
2025-09-18,csi,931580,SHS游戏传媒
2025-09-18,csi,931581,周期稳健成长50
2025-09-18,csi,931582,数字经济
2025-09-18,csi,931583,SHS数字经济
2025-09-18,csi,931585,卫星导航
2025-09-18,csi,931586,300价值稳健
2025-09-18,csi,931587,500价值稳健
2025-09-18,csi,931588,1000价值稳健
2025-09-18,csi,931589,300成长创新
2025-09-18,csi,931590,500成长创新
2025-09-18,csi,931591,1000成长创新
2025-09-18,csi,931593,科技领先
2025-09-18,csi,931594,卫星产业
2025-09-18,csi,931596,SHS张江50
2025-09-18,csi,931598,中银证券300 ESG
2025-09-18,csi,931599,湖南50
2025-09-18,csi,931637,港股通互联网
2025-09-18,csi,931643,科创创业50
2025-09-18,csi,931646,SHS新消费
2025-09-18,csi,931647,兴银理财均衡300
2025-09-18,csi,931648,500 ESG
2025-09-18,csi,931652,厦门指数
2025-09-18,csi,931663,SHS消费龙头
2025-09-18,csi,931672,风电产业
2025-09-18,csi,931687,证券时报价值100
2025-09-18,csi,931695,成渝经济圈
2025-09-18,csi,931696,科技50策略
2025-09-18,csi,931697,消费50策略
2025-09-18,csi,931698,医药50策略
2025-09-18,csi,931718,高端造质量成长50
2025-09-18,csi,931719,CS电池
2025-09-18,csi,931722,国新港股通央企红利
2025-09-18,csi,931725,中华联合优质成长
2025-09-18,csi,931733,绿色能源
2025-09-18,csi,931743,半导体材料设备
2025-09-18,csi,931746,储能产业
2025-09-18,csi,931752,工程机械主题
2025-09-18,csi,931755,SEEE碳中和
2025-09-18,csi,931772,碳中和60
2025-09-18,csi,931775,房地产
2025-09-18,csi,931778,农牧主题
2025-09-18,csi,931787,港股创新药
2025-09-18,csi,931788,中韩50
2025-09-18,csi,931789,中韩新能车
2025-09-18,csi,931790,中韩半导体
2025-09-18,csi,931791,大盘蓝筹25
2025-09-18,csi,931792,新能车15
2025-09-18,csi,931793,半导体15
2025-09-18,csi,931798,光伏龙头30
2025-09-18,csi,931799,国寿资产ESG绿色低碳1
2025-09-18,csi,931802,中证龙头
2025-09-18,csi,931823,国资央企50
2025-09-18,csi,931834,华福福建100
2025-09-18,csi,931837,央企现代产业
2025-09-18,csi,931840,大盘蓝筹25USD
2025-09-18,csi,931841,新能车15USD
2025-09-18,csi,931842,半导体15USD
2025-09-18,csi,931848,800红利低波
2025-09-18,csi,931852,每经品牌100
2025-09-18,csi,931855,通用航空
2025-09-18,csi,931865,中证半导
2025-09-18,csi,931866,中证机床
2025-09-18,csi,931877,科创创业50净收益
2025-09-18,csi,931892,有色矿业
2025-09-18,csi,931897,绿色电力
2025-09-18,csi,931992,疫苗生物
2025-09-18,csi,931994,电网设备主题
2025-09-18,csi,932000,中证2000
2025-09-18,csi,932004,国新央企综指
2025-09-18,csi,932021,中证红利SGD
2025-09-18,csi,932022,中证红利(全)SGD
2025-09-18,csi,932023,中证红利(净)SGD
2025-09-18,csi,932037,央企现代能源
2025-09-18,csi,932038,央企科技引领
2025-09-18,csi,932039,央企股东回报
2025-09-18,csi,932042,智选航空科技
2025-09-18,csi,932046,建行科技（长三角）
2025-09-18,csi,932047,中证REITs全收益
2025-09-18,csi,932049,国新港股通央企综指
2025-09-18,csi,932052,央企科技创新
2025-09-18,csi,932056,海洋经济
2025-09-18,csi,932066,半导体行业精选
2025-09-18,csi,932068,长寿经济
2025-09-18,csi,932069,港股通医疗主题
2025-09-18,csi,932075,全指金融
2025-09-18,csi,932076,全指地产
2025-09-18,csi,932077,全指能源行业
2025-09-18,csi,932078,全指材料行业
2025-09-18,csi,932079,全指工业行业
2025-09-18,csi,932080,全指可选行业
2025-09-18,csi,932081,全指消费行业
2025-09-18,csi,932082,全指医药行业
2025-09-18,csi,932083,全指金融行业
2025-09-18,csi,932084,全指信息行业
2025-09-18,csi,932085,全指通信行业
2025-09-18,csi,932086,全指公用行业
2025-09-18,csi,932087,集成电路
2025-09-18,csi,932094,软件开发
2025-09-18,csi,932152,港股通成长策略
2025-09-18,csi,932153,港股通价值策略
2025-09-18,csi,932216,香港100净收益
2025-09-18,csi,932217,制药指数
2025-09-18,csi,932222,中证2000净收益
2025-09-18,csi,932257,国新央企小盘
2025-09-18,csi,932258,亚洲新兴市场科技USD
2025-09-18,csi,932263,苏州园区
2025-09-18,csi,932266,国企战略新兴
2025-09-18,csi,932305,智选高股息
2025-09-18,csi,932306,战略新兴100
2025-09-18,csi,932307,中国互联网人民币中间
2025-09-18,csi,932308,红利200
2025-09-18,csi,932315,中证红利质量
2025-09-18,csi,932335,香港红利净收益
2025-09-18,csi,932357,专精特新100
2025-09-18,csi,932359,国新国企人工智能
2025-09-18,csi,932365,中证现金流
2025-09-18,csi,932366,300现金流
2025-09-18,csi,932367,500现金流
2025-09-18,csi,932368,800现金流
2025-09-18,csi,932419,国新国企航空航天
2025-09-18,csi,932420,智选船舶产业
2025-09-18,csi,932422,A500红利低波
2025-09-18,csi,932536,航运发展
2025-09-18,csi,933000,沪深300(净)HKD(CNH)
2025-09-18,csi,950049,G60成指
2025-09-18,csi,950081,180碳效
2025-09-18,csi,950082,上海改革
2025-09-18,csi,950090,50AH优选
2025-09-18,csi,950092,上证180优选
2025-09-18,csi,950096,上海国企
2025-09-18,csi,950105,上证证券
2025-09-18,csi,950106,上证创新
2025-09-18,csi,950107,380创新
2025-09-18,csi,950125,科创半导体材料设备
2025-09-18,csi,950161,科创新药
2025-09-18,csi,950162,科创芯片设计
2025-09-18,csi,950180,科创AI
2025-09-18,csi,950222,沪专精特新
2025-09-18,csi,950228,智选科创价值50
2025-09-18,csi,950253,国新科创国企
2025-09-18,csi,950333,智选创新价值
2025-09-18,csi,950357,科创专精特新
2025-09-18,csi,950580,上证580
2025-09-18,sz,970006,创业板指(港币)(CNH)
2025-09-18,sz,970007,创业板指(美元)(CNH)
2025-09-18,sz,970026,深指ESG
2025-09-18,sz,970027,100ESG
2025-09-18,sz,970028,创指ESG
2025-09-18,sz,970029,深指ESG领先
2025-09-18,sz,970030,100ESG领先
2025-09-18,sz,970031,创指ESG领先
2025-09-18,sz,970032,深指ESG增强
2025-09-18,sz,970033,100ESG增强
2025-09-18,sz,970034,创指ESG增强
2025-09-18,sz,970035,深证光伏
2025-09-18,sz,970036,深证储能
2025-09-18,sz,970037,深证高装
2025-09-18,sz,970038,生物经济
2025-09-18,sz,970039,创新材料
2025-09-18,sz,970040,创业高装
2025-09-18,sz,970041,创新消费
2025-09-18,sz,970042,新材料50
2025-09-18,sz,970043,新能装备
2025-09-18,sz,970046,深证XR
2025-09-18,sz,970047,数字文化
2025-09-18,sz,970048,新型显示
2025-09-18,sz,970049,深证数字交通
2025-09-18,sz,970050,深证卫星导航
2025-09-18,sz,970051,深证算力设施
2025-09-18,sz,970052,深证数字安全
2025-09-18,sz,970053,深证数据要素
2025-09-18,sz,970054,深证智能电网
2025-09-18,sz,970055,深证国企ESG
2025-09-18,sz,970056,深证民企ESG
2025-09-18,sz,970057,深证民企50
2025-09-18,sz,970058,深证民企治理
2025-09-18,sz,970059,深证民企科技
2025-09-18,sz,970060,深证ESG成长
2025-09-18,sz,970061,深证ESG价值
2025-09-18,sz,970062,深红利300
2025-09-18,sz,970063,深证回购
2025-09-18,sz,970064,深证国企股东回报
2025-09-18,sz,970065,深证优质信披
2025-09-18,sz,970067,深证专利
2025-09-18,sz,970068,创业专利
2025-09-18,sz,970069,深证绿色制造
2025-09-18,sz,970070,创业板人工智能
2025-09-18,sz,970071,深证民企成长
2025-09-18,sz,970072,深证民企价值
2025-09-18,sz,970074,深证智能穿戴
2025-09-18,sz,970075,深证AIGC
2025-09-18,sz,970076,深证绿色化工
2025-09-18,sz,970077,深证绿色建材
2025-09-18,sz,970080,科技50
2025-09-18,sz,970081,创业板电池
2025-09-18,sz,970082,创业板医疗
2025-09-18,sz,970084,创业板传媒
2025-09-18,sz,970085,创业板金融科技
2025-09-18,sz,971001,深成地产
2025-09-18,sz,971002,中小地产
2025-09-18,sz,971004,创业板战略科技
2025-09-18,sz,980001,湾创100
2025-09-18,sz,980002,湾创100(港币)
2025-09-18,sz,980003,湾区综指
2025-09-18,sz,980004,湾区综指(港币)
2025-09-18,sz,980007,湾区新兴
2025-09-18,sz,980008,湾区新兴(港币)
2025-09-18,sz,980009,湾区制造
2025-09-18,sz,980010,湾区制造(港币)
2025-09-18,sz,980011,湾区服务
2025-09-18,sz,980012,湾区服务(港币)
2025-09-18,sz,980013,湾区医药
2025-09-18,sz,980014,湾区医药（港币）
2025-09-18,sz,980015,疫苗生科
2025-09-18,sz,980016,医疗健康
2025-09-18,sz,980017,国证芯片
2025-09-18,sz,980018,卫星通信
2025-09-18,sz,980019,湾区海洋
2025-09-18,sz,980020,湾区海洋(港币)
2025-09-18,sz,980021,碳中和50
2025-09-18,sz,980022,机器人产业
2025-09-18,sz,980023,南山50
2025-09-18,sz,980024,南山50(港币)
2025-09-18,sz,980026,风光装备
2025-09-18,sz,980027,新能源电池
2025-09-18,sz,980028,龙头家电
2025-09-18,sz,980029,新基建
2025-09-18,sz,980030,消费电子
2025-09-18,sz,980031,国证白酒
2025-09-18,sz,980032,新能电池
2025-09-18,sz,980033,自主科技
2025-09-18,sz,980034,工业软件
2025-09-18,sz,980035,化肥农药
2025-09-18,sz,980036,创新龙头
2025-09-18,sz,980037,创新龙头（港币）
2025-09-18,sz,980038,深圳高新
2025-09-18,sz,980039,深圳高新（港币）
2025-09-18,sz,980043,工业金属
2025-09-18,sz,980046,文化创意
2025-09-18,sz,980047,文化创意（港币）
2025-09-18,sz,980048,国证建材
2025-09-18,sz,980049,国证酒指
2025-09-18,sz,980052,绿色金融
2025-09-18,sz,980053,绿色金融（港币）
2025-09-18,sz,980055,规模因子
2025-09-18,sz,980056,价值因子
2025-09-18,sz,980057,动量因子
2025-09-18,sz,980058,绿色治理
2025-09-18,sz,980059,航空出行
2025-09-18,sz,980063,国证回购
2025-09-18,sz,980065,帮扶100
2025-09-18,sz,980068,蓝色100
2025-09-18,sz,980069,蓝色100(港币)
2025-09-18,sz,980070,国证专利
2025-09-18,sz,980071,机器人龙头
2025-09-18,sz,980072,生物农业
2025-09-18,sz,980073,生猪指数
2025-09-18,sz,980075,数字交通
2025-09-18,sz,980076,通用航空
2025-09-18,sz,980077,充电设施
2025-09-18,sz,980080,成长100
2025-09-18,sz,980081,价值100
2025-09-18,sz,980082,央国企低碳科技
2025-09-18,sz,980083,央国企自主科技
2025-09-18,sz,980086,创新药
2025-09-18,sz,980092,自由现金流
2025-09-18,sz,980103,红利价值
2025-09-18,sz,980107,AI应用软件
2025-09-18,sz,980112,AI应用
2025-09-18,sz,980113,数字支付
2025-09-18,sz,980150,单项冠军
2025-09-18,sz,980202,国证小盘
2025-09-18,sz,980532,国证青岛海洋
2025-09-18,sz,983001,内地100
2025-09-18,sz,983002,内地100(港币)
2025-09-18,sz,983003,内地科技50
2025-09-18,sz,983004,内地科技50(港币)
2025-09-18,sz,983005,深港通综指
2025-09-18,sz,983006,深港通综指(港币)
2025-09-18,sz,983007,深港通100
2025-09-18,sz,983008,深港通100(港币)
2025-09-18,sz,983009,深港通手机产业链
2025-09-18,sz,983010,深港通手机产业链(港币)
2025-09-18,sz,983011,深港通绿色优选
2025-09-18,sz,983012,深港通绿色优选(港币)
2025-09-18,sz,983013,深港通能源
2025-09-18,sz,983014,深港通能源（港币）
2025-09-18,sz,983015,深港通材料
2025-09-18,sz,983016,深港通材料（港币）
2025-09-18,sz,983017,深港通工业
2025-09-18,sz,983018,深港通工业（港币）
2025-09-18,sz,983019,深港通可选消费
2025-09-18,sz,983020,深港通可选消费（港币）
2025-09-18,sz,983021,深港通主要消费
2025-09-18,sz,983022,深港通主要消费（港币）
2025-09-18,sz,983023,深港通医药卫生
2025-09-18,sz,983024,深港通医药卫生（港币）
2025-09-18,sz,983025,深港通金融
2025-09-18,sz,983026,深港通金融（港币）
2025-09-18,sz,983027,深港通信息技术
2025-09-18,sz,983028,深港通信息技术（港币）
2025-09-18,sz,983029,深港通电信业务
2025-09-18,sz,983030,深港通电信业务（港币）
2025-09-18,sz,983031,深港通公用事业
2025-09-18,sz,983032,深港通公用事业（港币）
2025-09-18,sz,983033,深港通通信服务
2025-09-18,sz,983034,深港通通信服务（港币）
2025-09-18,sz,983035,深港通医疗
2025-09-18,sz,983036,深港通医疗（港币）
2025-09-18,sz,983037,深港通食品零售
2025-09-18,sz,983038,深港通食品零售（港币）
2025-09-18,sz,983039,深港通汽车
2025-09-18,sz,983040,深港通汽车（港币）
2025-09-18,sz,983041,深港通服装纺织
2025-09-18,sz,983042,深港通服装纺织（港币）
2025-09-18,sz,983043,深港通电脑硬件
2025-09-18,sz,983044,深港通电脑硬件（港币）
2025-09-18,sz,983045,深港通消费服务
2025-09-18,sz,983046,深港通消费服务（港币）
2025-09-18,sz,983047,深港通网络软件
2025-09-18,sz,983048,深港通网络软件（港币）
2025-09-18,sz,983049,深港通耐用消费
2025-09-18,sz,983050,深港通耐用消费（港币）
2025-09-18,sz,983051,深港通农牧渔
2025-09-18,sz,983052,深港通农牧渔（港币）
2025-09-18,sz,983053,深港通非银
2025-09-18,sz,983054,深港通非银（港币）
2025-09-18,sz,983055,深港通工业服务
2025-09-18,sz,983056,深港通工业服务（港币）
2025-09-18,sz,983057,深港通电信服务
2025-09-18,sz,983058,深港通电信服务（港币）
2025-09-18,sz,983059,深港通生科
2025-09-18,sz,983060,深港通生科（港币）
2025-09-18,sz,983061,深港通基材
2025-09-18,sz,983062,深港通基材（港币）
2025-09-18,sz,983063,深港通化工
2025-09-18,sz,983064,深港通化工（港币）
2025-09-18,sz,983065,深港通食品饮料
2025-09-18,sz,983066,深港通食品饮料（港币）
2025-09-18,sz,983067,深港通半导体
2025-09-18,sz,983068,深港通半导体（港币）
2025-09-18,sz,983069,深港通工业品
2025-09-18,sz,983070,深港通工业品（港币）
2025-09-18,sz,983071,深港通房地产
2025-09-18,sz,983072,深港通房地产（港币）
2025-09-18,sz,983073,深港通零售
2025-09-18,sz,983074,深港通零售（港币）
2025-09-18,sz,983075,深港通传媒
2025-09-18,sz,983076,深港通传媒（港币）
2025-09-18,sz,983077,深港通运输
