       date symbol     name   dx  cci if1      if3      if5     if10 score
 2024-11-14 603708   家家悦 0.74 0.48  -1    -1.66    -1.11    -2.61  0.78
 2024-11-14 603890 春秋电子 0.83 0.39  -1    -2.69    -5.43   -14.28  0.78
 2024-11-14 603919   金徽酒 0.74 0.48  -1    -3.89    -3.11    -2.45  0.78
 2024-11-14 603980 吉华集团 0.73 0.49  -1    -1.30    -2.24    -7.00  0.78
 2024-11-14 000591   太阳能 0.66 0.57  -1    -2.93    -3.25    -1.05  0.77
 2024-11-14 000609  *ST中迪 0.73 0.74  -1     0.15    -0.26    -7.48  0.77
 2024-11-14 000700 模塑科技 0.76 0.47  -1    -1.51    -6.04    -8.71  0.77
 2024-11-14 000705 浙江震元 0.60 0.63  -1    -1.63    -1.78    -2.41  0.77
 2024-11-14 000756 新华制药 0.84 0.64  -1    -0.03     0.63    -0.34  0.77
 2024-11-14 000858 五 粮 液 0.72 0.51  -1    -4.27    -3.77    -5.28  0.77
 2024-11-14 000978 桂林旅游 0.71 0.51  -1    -2.35    -4.11    -4.11  0.77
 2024-11-14 002012 凯恩股份 0.90 0.34  -1    -0.73    -0.75    -0.27  0.77
 2024-11-14 002021 中捷资源 0.73 0.50  -1    -1.28    -0.54    -8.84  0.77
 2024-11-14 002092   ST中泰 0.68 0.55  -1    -6.18    -5.44    -6.58  0.77
 2024-11-14 002164 宁波东力 0.72 0.51  -1    -4.48    -5.60    -1.85  0.77
 2024-11-14 002186 全 聚 德 0.73 0.50  -1    -6.48    -7.01    -8.90  0.77
 2024-11-14 002271 东方雨虹 0.73 0.50  -1    -6.95   -16.03   -11.17  0.77
 2024-11-14 002397 梦洁股份 0.80 0.43  -1   -12.99   -41.34   -16.61  0.77
 2024-11-14 002536 飞龙股份 0.80 0.43  -1    -1.18    -0.34    -0.98  0.77
 2024-11-14 002560 通达股份 0.75 0.47  -1    -1.06    -3.77    -4.49  0.77
 2024-11-14 002728 特一药业 0.93 0.55  -1     0.18    -0.03    -0.36  0.77
 2024-11-14 002747   埃斯顿 0.72 0.51  -1    -1.63    -1.57    -0.20  0.77
 2024-11-14 002871 伟隆股份 0.94 0.53   1    -4.79    -4.63    -2.59  0.77
 2024-11-14 600051 宁波联合 0.71 0.52  -1    -3.26    -3.91    -4.53  0.77
 2024-11-14 600073 光明肉业 0.76 0.47  -1    -1.83    -3.02    -9.56  0.77
 2024-11-14 600395 盘江股份 0.65 0.59  -1    -2.55    -4.77    -6.93  0.77
 2024-11-14 600458 时代新材 0.76 0.47  -1    -3.29    -8.80    -4.30  0.77
 2024-11-14 600589 广东榕泰 0.94 0.55   1    -1.96    -1.75    -8.29  0.77
 2024-11-14 600628   新世界 0.85 0.62   1    -3.58    -3.37    -6.85  0.77
 2024-11-14 600715  *ST文投 0.84 0.64  -1     1.15   -13.07   -12.66  0.77
 2024-11-14 600872 中炬高新 0.75 0.48  -1    -6.29    -1.26    -1.07  0.77
 2024-11-14 600992 贵绳股份 0.74 0.49  -1    -7.26    -2.86    -4.00  0.77
 2024-11-14 601518 吉林高速 0.74 0.49  -1    -4.98    -3.91    -7.32  0.77
 2024-11-14 601877 正泰电器 0.75 0.48  -1    -1.88    -4.89    -8.63  0.77
 2024-11-14 603100 川仪股份 0.75 0.48  -1    -0.59    -1.23    -1.96  0.77
 2024-11-14 603126 中材节能 0.64 0.59  -1   -21.27   -26.26   -52.59  0.77
 2024-11-14 603266 天龙股份 0.73 0.50  -1    -8.06    -8.28    -5.12  0.77
 2024-11-14 603368 柳药集团 0.92 0.56  -1    -1.48     3.09    -1.45  0.77
 2024-11-14 603717 天域生物 0.73 0.50  -1    -2.54    -3.45    -8.12  0.77
 2024-11-14 603922   金鸿顺 0.71 0.53  -1    -1.41    -3.86    -3.80  0.77
 2024-11-14 000166 申万宏源 0.60 0.63  -1    -5.63    -9.55   -12.94  0.76
 2024-11-14 000409 云鼎科技 0.74 0.49  -1    -3.28    -4.76   -11.59  0.76
 2024-11-14 000733 振华科技 0.72 0.52  -1    -1.58    -0.88    -2.74  0.76
 2024-11-14 000925 众合科技 0.74 0.50  -1   -45.66  -133.04  -203.53  0.76
 2024-11-14 000926 福星股份 0.75 0.48  -1    -0.44    -0.64    -2.12  0.76
 2024-11-14 002041 登海种业 0.77 0.47  -1    -2.21   -10.30    -6.03  0.76
 2024-11-14 002060 广东建工 0.68 0.56  -1    -3.60    -0.60    -3.77  0.76
 2024-11-14 002107 沃华医药 0.88 0.61   1    -2.19    -3.11   -10.26  0.76
 2024-11-14 002316   ST亚联 0.76 0.48  -1    -1.27    -1.84    -1.76  0.76
 2024-11-14 002319 乐通股份 0.97 0.52   1    -0.62    -1.96    -5.19  0.76
 2024-11-14 002370 亚太药业 0.70 0.54  -1    -0.65    -0.80    -0.49  0.76
 2024-11-14 002412 汉森制药 0.69 0.55  -1    -3.50    -3.05    -2.49  0.76
 2024-11-14 002686   亿利达 0.77 0.47  -1    -3.47    -3.94    -5.54  0.76
 2024-11-14 002820   桂发祥 0.77 0.47  -1    -3.04    -8.79    -5.08  0.76
 2024-11-14 002845   同兴达 0.73 0.51  -1    -2.03    -1.92    -3.84  0.76
 2024-11-14 002864 盘龙药业 0.73 0.51  -1    -1.35    -0.53    -1.26  0.76
 2024-11-14 002903 宇环数控 0.67 0.57  -1    -1.99    -2.18    -4.16  0.76
 2024-11-14 600080 金花股份 0.71 0.54  -1    -3.48    -4.99    -7.76  0.76
 2024-11-14 600119 长江投资 0.80 0.70   1    -0.53    -1.98    -2.22  0.76
 2024-11-14 600173 卧龙地产 0.71 0.53  -1    -8.49   -11.42    -5.82  0.76
 2024-11-14 600196 复星医药 0.76 0.48  -1    -3.71    -7.71    -9.63  0.76
 2024-11-14 600232 金鹰股份 0.74 0.50  -1    -1.52    -2.05    -1.82  0.76
 2024-11-14 600335 XD国机汽 0.66 0.58  -1    -1.42    -0.47    -0.69  0.76
 2024-11-14 600356 恒丰纸业 0.73 0.51  -1   -10.01   -19.55   -39.84  0.76
 2024-11-14 600409 三友化工 0.73 0.51  -1    -5.65    -8.78    -7.90  0.76
 2024-11-14 600410 华胜天成 0.67 0.57  -1    -6.78    -6.44   -12.00  0.76
 2024-11-14 600510   黑牡丹 0.70 0.54  -1    -2.33    -2.34    -1.79  0.76
 2024-11-14 600522 中天科技 0.81 0.43  -1    -6.88   -10.34    -7.96  0.76
 2024-11-14 600526 菲达环保 0.74 0.50  -1    -1.56    -5.50   -12.17  0.76
 2024-11-14 600694 大商股份 0.64 0.60  -1   -10.12   -15.97   -14.02  0.76
 2024-11-14 601311 骆驼股份 0.80 0.44  -1   -11.99   -15.70   -34.31  0.76
 2024-11-14 601689 拓普集团 0.64 0.60  -1    -0.97    -0.49    -0.22  0.76
 2024-11-14 601888 中国中免 0.71 0.53  -1    -4.41    -5.11    -3.05  0.76
 2024-11-14 601991 大唐发电 0.77 0.46  -1    -2.26    -2.01    -1.06  0.76
 2024-11-14 603165 荣晟环保 0.66 0.59  -1    -1.74    -0.82    -1.78  0.76
 2024-11-14 603220 中贝通信 0.77 0.47  -1   -12.61   -15.17   -39.99  0.76
 2024-11-14 603313   梦百合 0.71 0.54  -1    -3.58    -2.11    -0.05  0.76
 2024-11-14 603335   迪生力 0.73 0.50  -1    -1.87    -1.22    -1.62  0.76
 2024-11-14 603508 思维列控 0.78 0.46  -1    -6.61    -4.91    -4.36  0.76
 2024-11-14 603619 中曼石油 0.68 0.56  -1    -0.46    -8.38    -1.81  0.76
 2024-11-14 000530 冰山冷热 0.72 0.53  -1    -5.15   -10.72    -4.35  0.75
 2024-11-14 000565 渝三峡Ａ 0.80 0.45  -1    -3.05    -2.83    -3.50  0.75
 2024-11-14 000876 新 希 望 0.73 0.52  -1    -2.02    -1.50    -3.21  0.75
 2024-11-14 002008 大族激光 0.79 0.47  -1    -2.24    -3.68    -4.16  0.75
 2024-11-14 002108 沧州明珠 0.75 0.50  -1    -7.58   -10.28    -6.27  0.75
 2024-11-14 002188 中天服务 0.67 0.57  -1    -1.19    -4.08    -3.96  0.75
 2024-11-14 002361 神剑股份 0.78 0.47  -1    -3.72    -2.92    -4.88  0.75
 2024-11-14 002404 嘉欣丝绸 0.69 0.56  -1    -2.81    -4.61    -2.59  0.75
 2024-11-14 002623   亚玛顿 0.75 0.50  -1    -1.50    -3.72    -3.98  0.75
 2024-11-14 002624 完美世界 0.91 0.59  -1    -1.09    -5.13     6.99  0.75
 2024-11-14 002818   富森美 0.69 0.55  -1    -2.99    -2.63    -4.63  0.75
 2024-11-14 002887 绿茵生态 0.78 0.47  -1    -4.95   -10.01    -5.93  0.75
 2024-11-14 600157 永泰能源 0.72 0.53  -1   -23.88   -52.56   -44.61  0.75
 2024-11-14 600960 渤海汽车 0.76 0.49  -1    -2.14    -5.04    -3.82  0.75
 2024-11-14 600965 福成股份 0.67 0.58  -1    -3.39    -2.89    -4.10  0.75
 2024-11-14 600976 健民集团 0.69 0.56  -1    -0.77    -0.89    -2.04  0.75
 2024-11-14 603185 弘元绿能 0.74 0.51  -1    -2.94    -3.97    -6.03  0.75
 2024-11-14 603259 药明康德 0.72 0.53  -1    -0.24    -0.19    -0.42  0.75
 2024-11-14 603327 福蓉科技 0.70 0.56  -1    -0.61    -0.41   -10.89  0.75
 2024-11-14 603365 水星家纺 0.72 0.52  -1    -0.57    -2.09    -5.60  0.75
 2024-11-14 603559  *ST通脉 0.83 0.42  -1    -3.61    -3.45    -4.86  0.75
 2024-11-14 603676   卫信康 0.74 0.51  -1    -3.43    -2.48    -4.23  0.75
 2024-11-14 603686   福龙马 0.75 0.50  -1    -1.46    -1.53    -0.66  0.75
 2024-11-14 603880 南卫股份 0.68 0.57  -1    -3.97    -3.50    -4.66  0.75
 2024-11-14 000505 京粮控股 0.64 0.62  -1    -3.16    -7.90    -6.92  0.74
 2024-11-14 000930 中粮科技 0.72 0.54  -1    -2.44    -3.89    -6.35  0.74
 2024-11-14 000987 越秀资本 0.74 0.51  -1   -11.75   -13.61   -11.99  0.74
 2024-11-14 002090 金智科技 0.88 0.63   1    -0.58    -1.37    -3.20  0.74
 2024-11-14 002100 天康生物 0.73 0.53  -1    -2.92    -2.50    -2.86  0.74
 2024-11-14 002235 安妮股份 0.91 0.60   1    -7.35    -9.79    -6.52  0.74
 2024-11-14 002329 皇氏集团 0.74 0.52  -1    -1.72    -2.08    -2.65  0.74
 2024-11-14 002437 誉衡药业 0.79 0.47  -1    -1.36    -0.68    -1.19  0.74
 2024-11-14 002481 双塔食品 0.79 0.47  -1    -3.29    -4.24   -10.26  0.74
 2024-11-14 002491 通鼎互联 0.77 0.49  -1    -9.99    -4.17   -45.44  0.74
 2024-11-14 002517 恺英网络 0.80 0.46  -1    -2.71    -3.87    -6.68  0.74
 2024-11-14 002625 光启技术 0.71 0.55  -1    -2.43    -2.88    -4.41  0.74
 2024-11-14 002671 龙泉股份 0.84 0.42  -1    -1.33    -3.22    -5.85  0.74
 2024-11-14 002682 龙洲股份 0.90 0.61  -1   -14.85    13.73    -7.00  0.74
 2024-11-14 002809 红墙股份 0.76 0.50  -1    -2.07    -4.10    -3.15  0.74
 2024-11-14 002850   科达利 0.73 0.53  -1    -6.19    -9.03   -36.09  0.74
 2024-11-14 002925 盈趣科技 0.68 0.57  -1    -3.03    -4.79    -6.82  0.74
 2024-11-14 002937 兴瑞科技 0.69 0.57  -1    -7.25   -13.61   -22.57  0.74
 2024-11-14 600128 苏豪弘业 0.64 0.62  -1    -1.42    -3.00    -3.92  0.74
 2024-11-14 600195 中牧股份 0.73 0.53  -1    -2.47    -4.39    -0.30  0.74
 2024-11-14 600226 亨通股份 0.81 0.44  -1    -1.66    -3.18    -4.65  0.74
 2024-11-14 600351 亚宝药业 0.72 0.54  -1    -1.72    -1.46    -3.78  0.74
 2024-11-14 600392 盛和资源 0.85 0.41  -1    -7.72   -31.32   -45.87  0.74
 2024-11-14 600744 华银电力 0.72 0.54  -1    -1.15    -0.30    -0.58  0.74
 2024-11-14 600785 新华百货 0.79 0.47  -1    -0.92    -3.41    -5.47  0.74
 2024-11-14 603121 华培动力 0.75 0.51  -1    -4.98    -9.82    -5.32  0.74
 2024-11-14 603506 南都物业 0.69 0.56  -1    -3.22    -8.34   -14.69  0.74
 2024-11-14 603518 锦泓集团 0.73 0.53  -1    -2.01    -1.36    -2.66  0.74
 2024-11-14 603519 立霸股份 0.76 0.50  -1    -2.94    -2.56    -2.16  0.74
 2024-11-14 603681 永冠新材 0.71 0.55  -1    -3.50    -6.43   -11.69  0.74
 2024-11-14 603711   香飘飘 0.75 0.50  -1   -62.40   -15.92   -51.34  0.74
 2024-11-14 603718 海利生物 0.91 0.60  -1    -2.27    -2.10     1.11  0.74
 2024-11-14 603970 中农立华 0.87 0.64   1    -5.56    -7.63    -6.10  0.74
 2024-11-14 000980 众泰汽车 0.82 0.45  -1    -1.82    -3.89    -2.77  0.73
 2024-11-14 002074 国轩高科 0.78 0.49  -1    -1.81    -2.67    -3.99  0.73
 2024-11-14 002125 湘潭电化 0.81 0.47  -1    -3.57    -9.88    -4.30  0.73
 2024-11-14 002203 海亮股份 0.72 0.55  -1    -1.24    -3.03    -7.43  0.73
 2024-11-14 002223 鱼跃医疗 0.84 0.68  -1    -0.68    -0.86     1.00  0.73
 2024-11-14 002258 利尔化学 0.70 0.57  -1    -3.42    -0.71    -1.65  0.73
 2024-11-14 002266 浙富控股 0.78 0.49  -1    -1.74    -1.42    -3.40  0.73
 2024-11-14 002340   格林美 0.77 0.50  -1    -4.91   -13.04    -4.39  0.73
 2024-11-14 002454 松芝股份 0.79 0.48  -1    -4.02    -4.37    -5.68  0.73
 2024-11-14 002635 安洁科技 0.72 0.54  -1    -0.33    -0.12    -0.47  0.73
 2024-11-14 002917   金奥博 0.71 0.57  -1    -3.66    -2.27    -0.27  0.73
 2024-11-14 600182    S佳通 0.89 0.62   1    -3.94    -3.33    -8.02  0.73
 2024-11-14 600199 金种子酒 0.77 0.50  -1  -170.97  -296.63  -156.69  0.73
 2024-11-14 600236 桂冠电力 0.62 0.65  -1    -1.80    -6.45   -27.71  0.73
 2024-11-14 600360   ST华微 0.81 0.71  -1     0.56    -0.59   -13.27  0.73
 2024-11-14 600867 通化东宝 0.93 0.59  -1     0.27    -3.08   -16.78  0.73
 2024-11-14 600879 航天电子 0.84 0.43  -1    -1.48    -2.15    -6.72  0.73
 2024-11-14 600993   马应龙 0.82 0.70  -1    -3.01    -1.87     2.47  0.73
 2024-11-14 603687   大胜达 0.89 0.64   1    -2.07   -16.65   -20.49  0.73
 2024-11-14 603693 江苏新能 0.77 0.49  -1    -0.97    -3.54    -6.17  0.73
 2024-11-14 603738 泰晶科技 0.76 0.50  -1    -1.01    -1.71    -3.35  0.73
 2024-11-14 603786   科博达 0.66 0.61  -1    -5.94    -7.64    -8.26  0.73
 2024-11-14 603937 丽岛新材 0.67 0.61  -1    -0.60    -1.97    -3.37  0.73
 2024-11-14 603968 醋化股份 0.67 0.60  -1    -3.96    -4.99    -3.07  0.73
 2024-11-14 603986 兆易创新 0.77 0.50  -1    -2.08    -3.42    -3.48  0.73
 2024-11-14 000100  TCL科技 0.79 0.49  -1    -3.41    -2.21   -30.85  0.72
 2024-11-14 000425 徐工机械 0.78 0.50  -1    -2.57    -2.51    -3.06  0.72
 2024-11-14 000564 供销大集 0.70 0.58  -1  -195.21  -136.40   -68.72  0.72
 2024-11-14 002011 盾安环境 0.70 0.59  -1    -2.27    -1.54    -2.29  0.72
 2024-11-14 002047 宝鹰股份 0.73 0.55  -1    -1.34    -5.44   -16.02  0.72
 2024-11-14 002049 紫光国微 0.76 0.52  -1    -3.79    -4.53    -4.28  0.72
 2024-11-14 002077 大港股份 0.91 0.62  -1    -4.36     0.09    -1.49  0.72
 2024-11-14 002086 东方海洋 0.71 0.57  -1    -6.82    -4.61    -4.61  0.72
 2024-11-14 002295 精艺股份 0.77 0.51  -1    -1.48    -1.52    -0.57  0.72
 2024-11-14 002360 同德化工 0.77 0.51  -1    -2.57    -1.92    -9.06  0.72
 2024-11-14 002539 云图控股 0.74 0.54  -1    -0.77    -1.44    -0.95  0.72
 2024-11-14 002805 丰元股份 0.78 0.51  -1   -11.90   -39.05    -1.97  0.72
 2024-11-14 002902 铭普光磁 0.73 0.55  -1    -4.90    -2.32   -11.37  0.72
 2024-11-14 600089 特变电工 0.75 0.53  -1    -0.57    -0.65    -5.19  0.72
 2024-11-14 600183 生益科技 0.78 0.50  -1    -2.85    -2.34    -1.84  0.72
 2024-11-14 600251 冠农股份 0.64 0.64  -1    -1.59    -0.47    -0.31  0.72
 2024-11-14 600389 江山股份 0.76 0.52  -1    -5.16    -7.66   -14.94  0.72
 2024-11-14 600706 曲江文旅 0.92 0.61  -1    -1.37    -1.99     0.79  0.72
 2024-11-14 600731 湖南海利 0.83 0.45  -1    -1.38    -2.29    -4.95  0.72
 2024-11-14 600796 钱江生化 0.93 0.59   1    -1.95    -3.93    -3.68  0.72
 2024-11-14 600815 厦工股份 0.77 0.52  -1   -53.44   -26.06   -34.27  0.72
 2024-11-14 600820 隧道股份 0.71 0.58  -1    -6.34   -10.04    -1.69  0.72
 2024-11-14 600821 金开新能 0.73 0.55  -1    -9.64   -13.95   -27.49  0.72
 2024-11-14 600826 兰生股份 0.81 0.72   1    -0.66    -1.03    -0.33  0.72
 2024-11-14 600975   新五丰 0.76 0.51  -1    -4.28    -6.75    -6.62  0.72
 2024-11-14 601111 中国国航 0.78 0.50  -1   -12.11   -34.19   -57.31  0.72
 2024-11-14 603015 弘讯科技 0.75 0.53  -1    -3.06    -4.22    -8.40  0.72
 2024-11-14 603058 永吉股份 0.77 0.51  -1    -0.73    -2.49    -3.29  0.72
 2024-11-14 603895 天永智能 0.75 0.53  -1    -6.75    -6.08   -12.91  0.72
 2024-11-14 000034 神州数码 0.88 0.41  -1    -3.69    -3.71    -5.89  0.71
 2024-11-14 002061 浙江交科 0.77 0.52  -1    -2.19    -2.17    -0.81  0.71
 2024-11-14 002139 拓邦股份 0.78 0.52  -1    -0.64    -1.44    -1.62  0.71
 2024-11-14 002150 通润装备 0.72 0.57  -1    -2.64    -9.66    -9.59  0.71
 2024-11-14 002195 岩山科技 0.73 0.55  -1    -3.82    -9.08    -4.38  0.71
 2024-11-14 002204 大连重工 0.70 0.60  -1    -3.06    -3.10    -0.28  0.71
 2024-11-14 002268 电科网安 0.77 0.52  -1    -2.07    -2.85    -7.88  0.71
 2024-11-14 002289   ST宇顺 0.78 0.51  -1    -1.34    -0.36    -0.50  0.71
 2024-11-14 002306 中科云网 0.88 0.66  -1    -0.34     1.22    -0.23  0.71
 2024-11-14 002358 森源电气 0.73 0.55  -1    -1.60    -3.19    -5.26  0.71
 2024-11-14 002373 千方科技 0.74 0.55  -1    -2.85    -1.81    -3.10  0.71
 2024-11-14 002374 中锐股份 0.76 0.53  -1    -2.91    -1.45    -1.09  0.71
 2024-11-14 002540 亚太科技 0.75 0.54  -1    -1.41    -2.13    -3.55  0.71
 2024-11-14 002543 万和电气 0.88 0.67   1    -2.59    -2.15    -2.63  0.71
 2024-11-14 002585 双星新材 0.72 0.57  -1    -0.50    -0.94    -0.37  0.71
 2024-11-14 002815 崇达技术 0.69 0.60  -1    -3.00    -0.40    -6.61  0.71
 2024-11-14 600054 黄山旅游 0.74 0.55  -1    -2.80    -3.32    -3.04  0.71
 2024-11-14 600059 古越龙山 0.78 0.52  -1  -178.01  -356.99  -692.31  0.71
 2024-11-14 600179 安通控股 0.80 0.49  -1    -1.47    -2.20    -1.06  0.71
 2024-11-14 600367 红星发展 0.78 0.51  -1    -3.63    -3.24    -1.36  0.71
 2024-11-14 600558   大西洋 0.78 0.51  -1    -3.02    -3.88    -4.91  0.71
 2024-11-14 600559 老白干酒 0.83 0.46  -1    -4.67    -1.83    -3.04  0.71
 2024-11-14 600696 岩石股份 0.63 0.66  -1    -1.21    -3.78   -12.67  0.71
 2024-11-14 600800 渤海化学 0.75 0.54  -1    -3.09    -3.89    -4.11  0.71
 2024-11-14 600995 南网储能 0.75 0.53  -1    -5.89    -7.09    -8.67  0.71
 2024-11-14 601086 国芳集团 0.71 0.58  -1    -2.67    -2.71    -3.40  0.71
 2024-11-14 601619 嘉泽新能 0.71 0.58  -1    -1.76    -3.11    -1.91  0.71
 2024-11-14 603321 梅轮电梯 0.73 0.56  -1    -2.21    -4.37    -3.43  0.71
 2024-11-14 000301 东方盛虹 0.79 0.76  -1     0.41    -6.14   -16.96  0.70
 2024-11-14 000411 英特集团 0.78 0.51  -1    -4.34    -4.11    -9.06  0.70
 2024-11-14 000415 渤海租赁 0.77 0.53  -1    -1.34    -4.13    -3.99  0.70
 2024-11-14 000929 兰州黄河 0.71 0.59  -1   -12.68   -11.46   -11.25  0.70
 2024-11-14 002131 利欧股份 0.78 0.51  -1    -6.92   -12.16   -25.37  0.70
 2024-11-14 002146 荣盛发展 0.72 0.58  -1    -3.53   -12.09    -8.87  0.70
 2024-11-14 002151 北斗星通 0.78 0.52  -1    -6.96    -3.49    -5.67  0.70
 2024-11-14 002200   ST交投 0.74 0.57  -1    -1.61   -19.95   -19.35  0.70
 2024-11-14 002300 太阳电缆 0.76 0.53  -1    -2.75    -3.46    -2.20  0.70
 2024-11-14 002419 天虹股份 0.74 0.57  -1    -5.17    -5.79    -6.91  0.70
 2024-11-14 002449 国星光电 0.75 0.55  -1    -2.43    -1.21    -1.92  0.70
 2024-11-14 002507 涪陵榨菜 0.78 0.53  -1   -11.51   -14.51   -19.76  0.70
 2024-11-14 002614   奥佳华 0.73 0.56  -1  -453.02  -218.22 -1975.59  0.70
 2024-11-14 002833 弘亚数控 0.77 0.52  -1    -6.46    -8.94   -21.13  0.70
 2024-11-14 600067 冠城大通 0.76 0.54  -1    -1.02    -0.18    -0.41  0.70
 2024-11-14 600160 巨化股份 0.71 0.58  -1   -16.39   -31.79   -39.88  0.70
 2024-11-14 600186 莲花控股 0.82 0.48  -1    -4.47  -115.84  -139.57  0.70
 2024-11-14 600302 标准股份 0.75 0.55  -1    -3.00    -3.92    -1.19  0.70
 2024-11-14 600570 恒生电子 0.76 0.54  -1    -1.35    -1.50    -1.43  0.70
 2024-11-14 600724 宁波富达 0.76 0.54  -1    -6.14   -22.05   -55.29  0.70
 2024-11-14 600789 鲁抗医药 0.74 0.56  -1    -0.11    -0.71    -0.68  0.70
 2024-11-14 603901 永创智能 0.70 0.60  -1    -1.23    -1.45    -1.90  0.70
 2024-11-14 603960 克来机电 0.86 0.44  -1    -4.10    -4.10   -16.37  0.70
 2024-11-14 603989 艾华集团 0.74 0.56  -1    -1.07    -1.74    -2.93  0.70
 2024-11-14 000544 中原环保 0.72 0.60  -1    -1.54    -1.73    -1.06  0.69
 2024-11-14 000848 承德露露 0.77 0.54  -1    -1.68    -0.96    -1.84  0.69
 2024-11-14 000949 新乡化纤 0.95 0.86  -1     0.75     0.87    -0.27  0.69
 2024-11-14 002014 永新股份 0.75 0.56  -1    -0.38    -2.30    -2.86  0.69
 2024-11-14 002157 正邦科技 0.79 0.52  -1    -8.00   -12.99   -13.74  0.69
 2024-11-14 002185 华天科技 0.82 0.49  -1    -2.69    -4.43    -9.78  0.69
 2024-11-14 002242 九阳股份 0.80 0.51  -1    -5.38    -0.94    -5.98  0.69
 2024-11-14 002330   得利斯 0.74 0.57  -1    -0.19    -1.91    -1.10  0.69
 2024-11-14 002779 中坚科技 0.91 0.66   1    -0.34    -0.52    -1.55  0.69
 2024-11-14 002798 帝欧家居 0.78 0.53  -1    -4.71    -5.74   -16.00  0.69
 2024-11-14 002863 今飞凯达 0.72 0.58  -1   -10.22   -10.01   -16.18  0.69
 2024-11-14 002910 庄园牧场 0.70 0.60  -1    -3.84    -4.96    -2.94  0.69
 2024-11-14 600111 北方稀土 0.84 0.47  -1  -292.39  -670.26  -530.69  0.69
 2024-11-14 600118 中国卫星 0.74 0.57  -1    -8.47    -2.36    -3.41  0.69
 2024-11-14 600422 昆药集团 0.89 0.67  -1    -1.51     0.06    -0.06  0.69
 2024-11-14 600538 国发股份 0.79 0.52  -1    -2.46    -2.49    -1.77  0.69
 2024-11-14 600573 惠泉啤酒 0.80 0.51  -1    -2.99    -2.86    -1.61  0.69
 2024-11-14 600688 上海石化 0.77 0.53  -1   -12.86    -5.43   -25.72  0.69
 2024-11-14 600782 新钢股份 0.86 0.70   1    -3.07    -0.01    -2.48  0.69
 2024-11-14 603026 石大胜华 0.72 0.59  -1    -1.46    -0.50    -0.74  0.69
 2024-11-14 603308 应流股份 0.83 0.48  -1    -0.08    -1.09    -2.10  0.69
 2024-11-14 603385 惠达卫浴 0.77 0.54  -1    -0.80    -1.95    -4.17  0.69
 2024-11-14 603557   ST起步 0.75 0.56  -1    -3.06    -3.79    -6.90  0.69
 2024-11-14 603716 塞力医疗 1.00 0.81  -1     0.66     0.20    -0.15  0.69
 2024-11-14 000153 丰原药业 0.79 0.53  -1    -4.37    -4.22    -4.94  0.68
 2024-11-14 000620   新华联 0.80 0.52  -1    -3.37    -9.48    -7.44  0.68
 2024-11-14 000788 北大医药 0.79 0.54  -1    -0.86    -3.21    -3.41  0.68
 2024-11-14 002213 大为股份 0.75 0.57  -1    -0.87    -2.05    -5.52  0.68
 2024-11-14 002842 翔鹭钨业 0.88 0.44  -1    -5.96    -5.29    -4.50  0.68
 2024-11-14 600063 皖维高新 0.77 0.54  -1    -2.97    -2.59    -5.95  0.68
 2024-11-14 600101 明星电力 0.84 0.49  -1    -0.50    -0.78    -3.13  0.68
 2024-11-14 600252 中恒集团 0.78 0.55  -1    -2.02    -3.83    -6.25  0.68
 2024-11-14 600428 中远海特 0.80 0.51  -1    -4.26    -8.85    -6.19  0.68
 2024-11-14 600433 冠豪高新 0.74 0.58  -1    -2.14    -2.45    -2.23  0.68
 2024-11-14 600897 厦门空港 0.80 0.52  -1    -3.05    -0.25   -23.97  0.68
 2024-11-14 601008   连云港 0.78 0.54  -1   -13.77   -10.92   -10.05  0.68
 2024-11-14 601116 三江购物 0.78 0.54  -1    -1.84    -2.49    -4.22  0.68
 2024-11-14 603318 水发燃气 0.72 0.60  -1    -1.64    -1.45    -2.26  0.68
 2024-11-14 603883   老百姓 0.87 0.45  -1    -0.85    -3.20    -3.63  0.68
 2024-11-14 000625 长安汽车 0.79 0.54  -1    -0.95    -1.74    -0.32  0.67
 2024-11-14 000661 长春高新 0.77 0.55  -1    -2.94    -2.31    -1.69  0.67
 2024-11-14 002547 春兴精工 0.78 0.55  -1    -4.39    -3.62    -2.55  0.67
 2024-11-14 002551 尚荣医疗 0.76 0.58  -1    -1.55    -2.46    -2.36  0.67
 2024-11-14 002613 北玻股份 0.77 0.56  -1   -55.50   -79.23  -102.51  0.67
 2024-11-14 002679 福建金森 0.79 0.54  -1   -23.64    -1.73   -20.22  0.67
 2024-11-14 600557 康缘药业 0.78 0.55  -1    -3.67    -1.81    -2.04  0.67
 2024-11-14 600714 XD金瑞矿 0.81 0.52  -1    -2.32    -3.59    -6.49  0.67
 2024-11-14 600733 北汽蓝谷 0.84 0.48  -1    -3.02    -6.90    -4.70  0.67
 2024-11-14 601999 出版传媒 0.72 0.61  -1    -5.06    -4.93    -5.46  0.67
 2024-11-14 603020 爱普股份 0.79 0.54  -1    -5.77    -7.78    -7.81  0.67
 2024-11-14 603105 芯能科技 0.75 0.58  -1    -0.69    -1.54    -2.42  0.67
 2024-11-14 603181 皇马科技 0.86 0.46  -1    -4.29    -7.41   -16.10  0.67
 2024-11-14 603232 格尔软件 0.77 0.57  -1    -1.70    -2.17    -5.41  0.67
 2024-11-14 603639   海利尔 0.74 0.60  -1    -7.65   -10.96   -15.64  0.67
 2024-11-14 603650 彤程新材 0.81 0.52  -1    -5.00    -2.73    -0.67  0.67
