"t_adx","t_cci","x_h","r_h","r_l","t_max","mean","sd"
20,25,0.53,0.01,-0.4,104,0.0143754879958643,0.0750712744768527
20,25,0.53,0.01,-0.35,104,0.0098632513357138,0.0756259536135851
20,25,0.53,0.01,-0.3,104,0.00230243533642681,0.0768028377453761
20,25,0.53,0.01,-0.25,104,-0.00709977263912014,0.0777264774525768
20,25,0.53,0.01,-0.2,104,-0.0200182189846603,0.0755258734704791
20,25,0.53,0.01,-0.15,104,-0.0366118798078792,0.073387054761136
20,25,0.53,0.01,-0.1,104,-0.046332896306935,0.0658890121806013
20,25,0.53,0.01,-0.05,104,-0.0487693335987457,0.0508914864062763
20,25,0.53,0.02,-0.5,104,0.0394882038760057,0.0813083106431082
20,25,0.53,0.02,-0.45,104,0.0351059810846082,0.0830290430455266
20,25,0.53,0.02,-0.4,104,0.0299782841618282,0.0829487326135262
20,25,0.53,0.02,-0.35,104,0.0260764799135212,0.0834827659904685
20,25,0.53,0.02,-0.3,104,0.018329703292625,0.0844111945906829
20,25,0.53,0.02,-0.25,104,0.00793511497753028,0.0859142805569918
20,25,0.53,0.02,-0.2,104,-0.0060894406349637,0.0837701491004455
20,25,0.53,0.02,-0.15,104,-0.0254230804784195,0.0805060474101004
20,25,0.53,0.02,-0.1,104,-0.0368754755299999,0.0735989314727377
20,25,0.53,0.02,-0.05,104,-0.0447833246222367,0.0583141663222439
20,25,0.53,0.03,-0.5,104,0.0515814434665909,0.0877852645617187
20,25,0.53,0.03,-0.45,104,0.0470757290536353,0.0885054721528352
20,25,0.53,0.03,-0.4,104,0.0417100555980502,0.0877934354320308
20,25,0.53,0.03,-0.35,104,0.0374911138041804,0.0889257316161775
20,25,0.53,0.03,-0.3,104,0.0300765247366858,0.0895952629459321
20,25,0.53,0.03,-0.25,104,0.0196042474592736,0.0901780121044645
20,25,0.53,0.03,-0.2,104,0.00475489035434369,0.087981944819024
20,25,0.53,0.03,-0.15,104,-0.0136585761599653,0.0847700165788052
20,25,0.53,0.03,-0.1,104,-0.0272486194264396,0.079115209278081
20,25,0.53,0.03,-0.05,104,-0.0390949678493866,0.0650330248493283
20,25,0.53,0.04,-0.5,104,0.0600964777516842,0.0919936588507549
20,25,0.53,0.04,-0.45,104,0.0555033603640072,0.0933359003916202
20,25,0.53,0.04,-0.4,104,0.0501357704640432,0.092441562960691
20,25,0.53,0.04,-0.35,104,0.0459074780281279,0.0936803598927018
20,25,0.53,0.04,-0.3,104,0.0393619947058019,0.0936557828275797
20,25,0.53,0.04,-0.25,104,0.0295945760778484,0.0941174509418004
20,25,0.53,0.04,-0.2,104,0.014556756315244,0.0924527317615208
20,25,0.53,0.04,-0.15,104,-0.00395290455726115,0.0893484131745067
20,25,0.53,0.04,-0.1,104,-0.0167013784789378,0.0833933419453672
20,25,0.53,0.04,-0.05,104,-0.0313422130774234,0.0691147103660129
20,25,0.53,0.05,-0.5,104,0.0661143794832467,0.0953422694124241
20,25,0.53,0.05,-0.45,104,0.0610116427898095,0.0965798268272253
20,25,0.53,0.05,-0.4,104,0.0559821041484219,0.0955922671803502
20,25,0.53,0.05,-0.35,104,0.0517215304906298,0.0971879085576247
20,25,0.53,0.05,-0.3,104,0.0456156627951847,0.0966079306106421
20,25,0.53,0.05,-0.25,104,0.0361061014415865,0.0966889611417341
20,25,0.53,0.05,-0.2,104,0.0219356546809293,0.0951546430511394
20,25,0.53,0.05,-0.15,104,0.00470892055625081,0.0923992502938371
20,25,0.53,0.05,-0.1,104,-0.00957210680001857,0.0875359152436532
20,25,0.53,0.05,-0.05,104,-0.0257155689667967,0.0742681327262596
20,25,0.53,0.06,-0.5,104,0.0731956219918519,0.0980277568203431
20,25,0.53,0.06,-0.45,104,0.0682253693740101,0.099264413818181
20,25,0.53,0.06,-0.4,104,0.0631780640584997,0.0989571009623119
20,25,0.53,0.06,-0.35,104,0.0590262779288788,0.100900735118714
20,25,0.53,0.06,-0.3,104,0.0533671025310021,0.0999175498036005
20,25,0.53,0.06,-0.25,104,0.0447729170105994,0.0997087911410268
20,25,0.53,0.06,-0.2,104,0.0317034876951545,0.0974944898288038
20,25,0.53,0.06,-0.15,104,0.015372823517012,0.0946454705988571
20,25,0.53,0.06,-0.1,104,6.427453115133e-05,0.090763285342503
20,25,0.53,0.06,-0.05,104,-0.0184757352650155,0.0781027227111787
20,25,0.53,0.07,-0.5,104,0.0780180940011857,0.10148400070591
20,25,0.53,0.07,-0.45,104,0.0732184294762559,0.101852777284197
20,25,0.53,0.07,-0.4,104,0.0684315262154621,0.101589157895241
20,25,0.53,0.07,-0.35,104,0.0642283074401934,0.103665652418516
20,25,0.53,0.07,-0.3,104,0.0593140994461497,0.102400461706633
20,25,0.53,0.07,-0.25,104,0.0501158476353001,0.103012978951696
20,25,0.53,0.07,-0.2,104,0.0384412127604794,0.099562559318423
20,25,0.53,0.07,-0.15,104,0.0218594294190216,0.0978360761973939
20,25,0.53,0.07,-0.1,104,0.00664202923178371,0.0934086757351677
20,25,0.53,0.07,-0.05,104,-0.0130619377930969,0.08147537125561
20,25,0.53,0.08,-0.5,104,0.0821609731971933,0.104257414512599
20,25,0.53,0.08,-0.45,104,0.0779776053523192,0.10402764451119
20,25,0.53,0.08,-0.4,104,0.0731473760506385,0.104099554444539
20,25,0.53,0.08,-0.35,104,0.0697110478162307,0.105821310752367
20,25,0.53,0.08,-0.3,104,0.0642014796085812,0.105137714510833
20,25,0.53,0.08,-0.25,104,0.0545322791060923,0.105630065707952
20,25,0.53,0.08,-0.2,104,0.0447350520205481,0.101995406071472
20,25,0.53,0.08,-0.15,104,0.0289175491595411,0.0999066054183926
20,25,0.53,0.08,-0.1,104,0.0130345290472871,0.096455209162125
20,25,0.53,0.08,-0.05,104,-0.00741534986807389,0.0844521381132981
20,25,0.53,0.09,-0.5,104,0.0847579041674696,0.105942931698428
20,25,0.53,0.09,-0.45,104,0.0803469692559043,0.10601087881951
20,25,0.53,0.09,-0.4,104,0.076156862780841,0.105515124149838
20,25,0.53,0.09,-0.35,104,0.0729261581048761,0.107282458043373
20,25,0.53,0.09,-0.3,104,0.0678402439378182,0.106373839182858
20,25,0.53,0.09,-0.25,104,0.0584931484722802,0.107286068831511
20,25,0.53,0.09,-0.2,104,0.0489605805689257,0.104677750572215
20,25,0.53,0.09,-0.15,104,0.0337439735898905,0.102783996521918
20,25,0.53,0.09,-0.1,104,0.0183420883625799,0.100178219522053
20,25,0.53,0.09,-0.05,104,-0.00279269944244326,0.0872573275038135
20,25,0.53,0.1,-0.5,104,0.0861550916963225,0.109555261305573
20,25,0.53,0.1,-0.45,104,0.0816468496036442,0.10931989615711
20,25,0.53,0.1,-0.4,104,0.0774312639363759,0.109076055019513
20,25,0.53,0.1,-0.35,104,0.074479196293891,0.11097359110875
20,25,0.53,0.1,-0.3,104,0.0696843298708825,0.109491772105423
20,25,0.53,0.1,-0.25,104,0.0604759494180485,0.111306938772531
20,25,0.53,0.1,-0.2,104,0.0513105535346356,0.108085862472809
20,25,0.53,0.1,-0.15,104,0.0373679578219684,0.105100388992101
20,25,0.53,0.1,-0.1,104,0.0217219853665282,0.102981521417717
20,25,0.53,0.1,-0.05,104,0.000388650242155884,0.0917852748306143
