date,index,index_type,index_name
2026-01-05,932571,综合债,AAA国企绿债
2026-01-05,932572,综合债,高等级国企绿债
2026-01-05,932573,综合债,交易所国企绿债
2026-01-05,932574,综合债,交易所AAA国企绿债
2026-01-05,932575,综合债,交易所高等级国企绿债
2026-01-05,H11001,综合债,中证全债
2026-01-05,H11002,综合债,中证3债
2026-01-05,H11003,综合债,中证7债
2026-01-05,H11004,综合债,中证10债
2026-01-05,H11005,综合债,中证10+债
2026-01-05,H11009,综合债,中证综合债
2026-01-05,H11010,综合债,中证1债
2026-01-05,H11015,综合债,中证短债
2026-01-05,H11016,综合债,中证50债
2026-01-05,H11076,综合债,中期综合
2026-01-05,000807,行业,食品饮料
2026-01-05,000808,行业,医药生物
2026-01-05,000819,行业,有色金属
2026-01-05,000820,行业,煤炭指数
2026-01-05,000841,行业,800医药
2026-01-05,000908,行业,300能源
2026-01-05,000909,行业,300材料
2026-01-05,000910,行业,300工业
2026-01-05,000911,行业,300可选
2026-01-05,000912,行业,300消费
2026-01-05,000913,行业,300医药
2026-01-05,000915,行业,300信息
2026-01-05,000916,行业,300通信
2026-01-05,000917,行业,300公用
2026-01-05,000928,行业,800能源
2026-01-05,000929,行业,800材料
2026-01-05,000930,行业,800工业
2026-01-05,000931,行业,800可选
2026-01-05,000932,行业,800消费
2026-01-05,000933,行业,800医卫
2026-01-05,000935,行业,800信息
2026-01-05,000936,行业,800通信
2026-01-05,000937,行业,800公用
2026-01-05,000951,行业,300银行
2026-01-05,000952,行业,300地产
2026-01-05,000957,行业,300运输
2026-01-05,000986,行业,全指能源
2026-01-05,000987,行业,全指材料
2026-01-05,000988,行业,全指工业
2026-01-05,000989,行业,全指可选
2026-01-05,000990,行业,全指消费
2026-01-05,000991,行业,全指医药
2026-01-05,000993,行业,全指信息
2026-01-05,000994,行业,全指通信
2026-01-05,000995,行业,全指公用
2026-01-05,399707,行业,CSSW证券
2026-01-05,399810,行业,CSSW传媒
2026-01-05,399811,行业,CSSW电子
2026-01-05,399965,行业,800地产
2026-01-05,399975,行业,证券公司
2026-01-05,399986,行业,中证银行
2026-01-05,399995,行业,基建工程
2026-01-05,399998,行业,中证煤炭
2026-01-05,930622,行业,CSSW白酒
2026-01-05,930670,行业,500商业
2026-01-05,930671,行业,500运输
2026-01-05,930673,行业,500地产
2026-01-05,930674,行业,500零售
2026-01-05,930675,行业,500传媒
2026-01-05,930676,行业,500耐用
2026-01-05,930677,行业,500汽车汽配
2026-01-05,930679,行业,500电子
2026-01-05,930680,行业,500计算机
2026-01-05,930681,行业,500医药(二级)
2026-01-05,930682,行业,500食品饮料
2026-01-05,930683,行业,500电力设备
2026-01-05,930684,行业,500机械
2026-01-05,930685,行业,500建筑装饰
2026-01-05,930686,行业,500一般零售
2026-01-05,930687,行业,500纺织服装
2026-01-05,930688,行业,500家用电器
2026-01-05,930689,行业,500煤炭
2026-01-05,930690,行业,500硬件
2026-01-05,930691,行业,500化学药
2026-01-05,930692,行业,500化学制品
2026-01-05,930693,行业,500建筑材料
2026-01-05,930694,行业,500有色
2026-01-05,930695,行业,500农牧渔
2026-01-05,930697,行业,家用电器
2026-01-05,930910,行业,农牧渔
2026-01-05,930911,行业,化学原料
2026-01-05,930925,行业,沪港深保险
2026-01-05,930960,行业,港股通能源C
2026-01-05,930961,行业,港股通材料C
2026-01-05,930962,行业,港股通工业C
2026-01-05,930964,行业,港股通消费C
2026-01-05,930965,行业,港股通医药C
2026-01-05,930966,行业,港股通金融C
2026-01-05,930967,行业,港股通信息C
2026-01-05,930968,行业,港股通通信C
2026-01-05,930969,行业,港股通公用C
2026-01-05,931090,行业,海外中国能源
2026-01-05,931091,行业,海外中国材料
2026-01-05,931092,行业,海外中国工业
2026-01-05,931093,行业,海外中国可选
2026-01-05,931094,行业,海外中国消费
2026-01-05,931096,行业,海外中国金融
2026-01-05,931097,行业,海外中国信息
2026-01-05,931098,行业,海外中国通信
2026-01-05,931099,行业,海外中国公用
2026-01-05,931479,行业,证券保险
2026-01-05,931528,行业,光伏设备行业
2026-01-05,931530,行业,内地企业能源
2026-01-05,931531,行业,内地企业材料
2026-01-05,931532,行业,内地企业工业
2026-01-05,931533,行业,内地企业可选
2026-01-05,931534,行业,内地企业消费
2026-01-05,931535,行业,内地企业医药
2026-01-05,931536,行业,内地企业金融
2026-01-05,931537,行业,内地企业信息
2026-01-05,931538,行业,内地企业通信
2026-01-05,931539,行业,内地企业公用
2026-01-05,931540,行业,中国1000能源
2026-01-05,931541,行业,中国1000材料
2026-01-05,931542,行业,中国1000工业
2026-01-05,931543,行业,中国1000可选
2026-01-05,931544,行业,中国1000消费
2026-01-05,931545,行业,中国1000医药
2026-01-05,931546,行业,中国1000金融
2026-01-05,931547,行业,中国1000信息
2026-01-05,931548,行业,中国1000通信
2026-01-05,931549,行业,中国1000公用
2026-01-05,931775,行业,房地产
2026-01-05,931821,行业,300金融行业
2026-01-05,931822,行业,500金融
2026-01-05,931827,行业,港股通地产C
2026-01-05,931828,行业,海外中国地产
2026-01-05,931832,行业,CN80地产
2026-01-05,931835,行业,H100地产
2026-01-05,931839,行业,海外中国医药
2026-01-05,931897,行业,绿色电力
2026-01-05,931931,行业,建筑装饰
2026-01-05,931932,行业,电力设备
2026-01-05,931933,行业,全指环保
2026-01-05,931934,行业,非金属材料
2026-01-05,931935,行业,全指钢铁
2026-01-05,931936,行业,全指有色
2026-01-05,931937,行业,造纸与包装
2026-01-05,931938,行业,服装珠宝
2026-01-05,931939,行业,家庭用品
2026-01-05,931940,行业,全指医疗
2026-01-05,931941,行业,其他金融
2026-01-05,931947,行业,港股通有色
2026-01-05,931948,行业,港股通机械
2026-01-05,931949,行业,港股通运输
2026-01-05,931951,行业,港股通纺织服装
2026-01-05,931952,行业,港股通服务
2026-01-05,931953,行业,港股通食品饮料
2026-01-05,931955,行业,港股通制药
2026-01-05,931956,行业,港股通银行
2026-01-05,931957,行业,港股通资本市场
2026-01-05,931958,行业,港股通电子
2026-01-05,931959,行业,港股通传媒
2026-01-05,931960,行业,港股通运输业
2026-01-05,931961,行业,港股通交通设施
2026-01-05,931962,行业,港股通休闲
2026-01-05,931963,行业,港股通教育
2026-01-05,931965,行业,港股通食品
2026-01-05,931966,行业,港股通医疗商业
2026-01-05,931967,行业,港股通化学药
2026-01-05,931968,行业,港股通制药生物
2026-01-05,931969,行业,港股通商业银行
2026-01-05,931970,行业,港股通文化娱乐
2026-01-05,931971,行业,港股通电力电网
2026-01-05,931972,行业,港股通地产开发
2026-01-05,931973,行业,港股通地产管理
2026-01-05,931975,行业,H300服务
2026-01-05,931976,行业,H300食品饮料
2026-01-05,931977,行业,H300医疗
2026-01-05,931978,行业,H300制药
2026-01-05,931979,行业,H300资本市场
2026-01-05,931980,行业,H300传媒
2026-01-05,931981,行业,H300休闲服务
2026-01-05,931982,行业,H300医疗器械
2026-01-05,931983,行业,H300化学药
2026-01-05,931984,行业,H300商业银行
2026-01-05,931985,行业,H300地产开发
2026-01-05,931986,行业,H300地产管理
2026-01-05,932075,行业,全指金融
2026-01-05,932076,行业,全指地产
2026-01-05,932077,行业,全指能源行业
2026-01-05,932078,行业,全指材料行业
2026-01-05,932079,行业,全指工业行业
2026-01-05,932080,行业,全指可选行业
2026-01-05,932081,行业,全指消费行业
2026-01-05,932082,行业,全指医药行业
2026-01-05,932083,行业,全指金融行业
2026-01-05,932084,行业,全指信息行业
2026-01-05,932085,行业,全指通信行业
2026-01-05,932086,行业,全指公用行业
2026-01-05,932087,行业,集成电路
2026-01-05,932088,行业,全指航空
2026-01-05,932089,行业,全指节能
2026-01-05,932090,行业,储能设备
2026-01-05,932091,行业,全指种植
2026-01-05,932092,行业,数据中心
2026-01-05,932093,行业,通用机械
2026-01-05,932094,行业,软件开发
2026-01-05,932111,行业,化工行业
2026-01-05,932112,行业,有色金属行业
2026-01-05,932113,行业,钢铁行业
2026-01-05,932114,行业,非金属材料行业
2026-01-05,932115,行业,造纸与包装行业
2026-01-05,932116,行业,航空航天与国防行业
2026-01-05,932117,行业,建筑装饰行业
2026-01-05,932118,行业,电力设备行业
2026-01-05,932119,行业,机械制造行业
2026-01-05,932120,行业,环保行业
2026-01-05,932121,行业,商业服务行业
2026-01-05,932122,行业,交通运输行业
2026-01-05,932123,行业,汽车汽配行业
2026-01-05,932124,行业,耐用消费品行业
2026-01-05,932125,行业,服装珠宝行业
2026-01-05,932126,行业,消费者服务行业
2026-01-05,932127,行业,零售行业
2026-01-05,932128,行业,食品饮料烟草行业
2026-01-05,932130,行业,家庭用品行业
2026-01-05,932131,行业,医疗行业
2026-01-05,932132,行业,医药行业
2026-01-05,932133,行业,银行行业
2026-01-05,932134,行业,其他金融行业
2026-01-05,932135,行业,资本市场行业
2026-01-05,932136,行业,保险行业
2026-01-05,932138,行业,电子行业
2026-01-05,932139,行业,半导体行业
2026-01-05,932140,行业,电信服务行业
2026-01-05,932141,行业,通信设服行业
2026-01-05,932142,行业,传媒行业
2026-01-05,932143,行业,航空航天
2026-01-05,932144,行业,电信服务
2026-01-05,932145,行业,通信设服
2026-01-05,932268,行业,港股通电力设备
2026-01-05,932269,行业,港股通汽车汽配
2026-01-05,932270,行业,港股通零售业
2026-01-05,932271,行业,港股通医疗
2026-01-05,932272,行业,港股通计算机
2026-01-05,932273,行业,港股通医疗器械
2026-01-05,932274,行业,港股通生物药品
2026-01-05,932275,行业,港股通信息服务
2026-01-05,932276,行业,H300医药
2026-01-05,932277,行业,H300汽车汽配
2026-01-05,932278,行业,H300计算机
2026-01-05,932279,行业,H300电子
2026-01-05,932280,行业,H300医疗商业
2026-01-05,932281,行业,H300生物药品
2026-01-05,H11156,行业,中国可选消费
2026-01-05,H11158,行业,中国主要消费
2026-01-05,H30013,行业,800商业
2026-01-05,H30014,行业,800运输
2026-01-05,H30016,行业,800耐用
2026-01-05,H30017,行业,800服务
2026-01-05,H30018,行业,800传媒
2026-01-05,H30019,行业,800零售
2026-01-05,H30020,行业,800食品
2026-01-05,H30022,行业,800银行
2026-01-05,H30023,行业,800资本
2026-01-05,H30024,行业,800保险
2026-01-05,H30031,行业,800有色
2026-01-05,H30034,行业,300有色
2026-01-05,H30086,行业,800金融
2026-01-05,H30105,行业,H300地产
2026-01-05,H30164,行业,汽车汽配
2026-01-05,H30166,行业,机械制造
2026-01-05,H30170,行业,商业指数
2026-01-05,H30171,行业,运输指数
2026-01-05,H30173,行业,消费者
2026-01-05,H30174,行业,媒体指数
2026-01-05,H30175,行业,零售指数
2026-01-05,H30177,行业,全指食品
2026-01-05,H30179,行业,制药生物
2026-01-05,H30182,行业,计算机
2026-01-05,H30183,行业,电子
2026-01-05,H30184,行业,半导体
2026-01-05,H30186,行业,保险指数
2026-01-05,H30187,行业,全指化工
2026-01-05,H30192,行业,食品
2026-01-05,H30193,行业,纺织服装
2026-01-05,H30195,行业,建筑工程
2026-01-05,H30196,行业,耐用消费品
2026-01-05,H30197,行业,一般零售
2026-01-05,H30198,行业,油气产业
2026-01-05,H30199,行业,电力指数
2026-01-05,H30200,行业,交通设施
2026-01-05,H30201,行业,贸易商
2026-01-05,H30203,行业,信息服务
2026-01-05,H30204,行业,休闲服务
2026-01-05,H30205,行业,饮料指数
2026-01-05,H30206,行业,纸类林业
2026-01-05,H30207,行业,电脑设备
2026-01-05,H30208,行业,专营零售
2026-01-05,H30209,行业,建筑产品
2026-01-05,H30211,行业,资本市场
2026-01-05,H30214,行业,油气开采服务
2026-01-05,H30215,行业,休闲用品
2026-01-05,H30216,行业,航运指数
2026-01-05,H30217,行业,医疗器械
2026-01-05,H30218,行业,水务指数
2026-01-05,H30219,行业,容器包装
2026-01-05,H30220,行业,文化娱乐
2026-01-05,H30221,行业,复合公用
2026-01-05,H30222,行业,运输业
2026-01-05,H30223,行业,航空运输
2026-01-05,H30250,行业,500能源
2026-01-05,H30251,行业,500原料
2026-01-05,H30252,行业,500工业
2026-01-05,H30253,行业,500可选
2026-01-05,H30254,行业,500消费
2026-01-05,H30255,行业,500医药
2026-01-05,H30257,行业,500信息
2026-01-05,H30258,行业,500通信
2026-01-05,H30259,行业,500公用
2026-01-05,H30375,行业,CN能源综合
2026-01-05,H30376,行业,CN材料综合
2026-01-05,H30377,行业,CN工业综合
2026-01-05,H30378,行业,CN可选综合
2026-01-05,H30379,行业,CN消费综合
2026-01-05,H30380,行业,CN医药综合
2026-01-05,H30381,行业,CN金融综合
2026-01-05,H30382,行业,CN信息综合
2026-01-05,H30383,行业,CN通信综合
2026-01-05,H30384,行业,CN公用综合
2026-01-05,H30439,行业,1000能源
2026-01-05,H30440,行业,1000材料
2026-01-05,H30441,行业,1000工业
2026-01-05,H30442,行业,1000可选
2026-01-05,H30443,行业,1000消费
2026-01-05,H30444,行业,1000医药
2026-01-05,H30445,行业,1000金融
2026-01-05,H30446,行业,1000信息
2026-01-05,H30447,行业,1000通信
2026-01-05,H30448,行业,1000公用
2026-01-05,H30458,行业,沪港深500能源
2026-01-05,H30459,行业,沪港深500材料
2026-01-05,H30460,行业,沪港深500工业
2026-01-05,H30461,行业,沪港深500可选
2026-01-05,H30462,行业,沪港深500消费
2026-01-05,H30463,行业,沪港深500医药
2026-01-05,H30464,行业,沪港深500金融
2026-01-05,H30465,行业,沪港深500信息
2026-01-05,H30466,行业,沪港深500通信
2026-01-05,H30467,行业,沪港深500公用
2026-01-05,H30468,行业,沪港深通中小能源综合
2026-01-05,H30469,行业,沪港深通中小材料综合
2026-01-05,H30470,行业,沪港深通中小工业综合
2026-01-05,H30471,行业,沪港深通中小可选综合
2026-01-05,H30472,行业,沪港深通中小消费综合
2026-01-05,H30473,行业,沪港深通中小医药综合
2026-01-05,H30474,行业,沪港深通中小金融综合
2026-01-05,H30475,行业,沪港深通中小信息综合
2026-01-05,H30476,行业,沪港深通中小通信综合
2026-01-05,H30477,行业,沪港深通中小公用综合
2026-01-05,H30478,行业,沪港深通能源综合
2026-01-05,H30479,行业,沪港深通材料综合
2026-01-05,H30480,行业,沪港深通工业综合
2026-01-05,H30481,行业,沪港深通可选综合
2026-01-05,H30482,行业,沪港深通消费综合
2026-01-05,H30483,行业,沪港深通医药综合
2026-01-05,H30484,行业,沪港深通金融综合
2026-01-05,H30485,行业,沪港深通信息综合
2026-01-05,H30486,行业,沪港深通通信综合
2026-01-05,H30487,行业,沪港深通公用综合
2026-01-05,L11150,行业,CN80能源
2026-01-05,L11151,行业,CN80材料
2026-01-05,L11152,行业,CN80工业
2026-01-05,L11153,行业,CN80可选
2026-01-05,L11154,行业,CN80消费
2026-01-05,L11155,行业,CN80医药
2026-01-05,L11156,行业,CN80金融
2026-01-05,L11157,行业,CN80信息
2026-01-05,L11158,行业,CN80通信
2026-01-05,L11159,行业,CN80公用
2026-01-05,L11160,行业,C130能源
2026-01-05,L11161,行业,C130材料
2026-01-05,L11162,行业,C130工业
2026-01-05,L11163,行业,C130可选
2026-01-05,L11164,行业,C130消费
2026-01-05,L11165,行业,C130医药
2026-01-05,L11166,行业,C130金融
2026-01-05,L11167,行业,C130信息
2026-01-05,L11168,行业,C130通信
2026-01-05,L11169,行业,C130公用
2026-01-05,L11170,行业,C430能源
2026-01-05,L11171,行业,C430材料
2026-01-05,L11172,行业,C430工业
2026-01-05,L11173,行业,C430可选
2026-01-05,L11174,行业,C430消费
2026-01-05,L11175,行业,C430医药
2026-01-05,L11176,行业,C430金融
2026-01-05,L11177,行业,C430信息
2026-01-05,L11178,行业,C430通信
2026-01-05,L11179,行业,C430公用
2026-01-05,L11180,行业,H100能源
2026-01-05,L11181,行业,H100材料
2026-01-05,L11182,行业,H100工业
2026-01-05,L11183,行业,H100可选
2026-01-05,L11184,行业,H100消费
2026-01-05,L11185,行业,H100医药
2026-01-05,L11186,行业,H100金融
2026-01-05,L11187,行业,H100信息
2026-01-05,L11188,行业,H100通信
2026-01-05,L11189,行业,H100公用
2026-01-05,L11220,行业,H300能源
2026-01-05,L11221,行业,H300材料
2026-01-05,L11222,行业,H300工业
2026-01-05,L11223,行业,H300可选
2026-01-05,L11224,行业,H300消费
2026-01-05,L11226,行业,H300金融
2026-01-05,L11227,行业,H300信息
2026-01-05,L11228,行业,H300通信
2026-01-05,L11229,行业,H300公用
2026-01-05,L11501,行业,300能源(二级)
2026-01-05,L11502,行业,300化工
2026-01-05,L11506,行业,300汽车
2026-01-05,L11509,行业,300媒体
2026-01-05,L11510,行业,300零售
2026-01-05,L11512,行业,300食品饮料
2026-01-05,L11515,行业,300制药生物
2026-01-05,L11518,行业,300保险
2026-01-05,L11520,行业,300计算机
2026-01-05,L11521,行业,300电子
2026-01-05,L11525,行业,300公用(二级)
2026-01-05,L11604,行业,300建材
2026-01-05,L11606,行业,300金属与采矿
2026-01-05,L11608,行业,300国防
2026-01-05,L11610,行业,300建筑工程
2026-01-05,L11613,行业,300机械
2026-01-05,L11617,行业,300航空运输
2026-01-05,L11618,行业,300运输业
2026-01-05,L11620,行业,300交通设施
2026-01-05,L11621,行业,300汽车配件
2026-01-05,L11623,行业,300耐用消费品
2026-01-05,L11628,行业,300文化娱乐
2026-01-05,L11630,行业,300多元零售
2026-01-05,L11631,行业,300专营零售
2026-01-05,L11634,行业,300食品
2026-01-05,L11641,行业,300商业银行
2026-01-05,L11642,行业,300综合金融服务
2026-01-05,L11643,行业,300证券公司
2026-01-05,L11644,行业,300保险(三级)
2026-01-05,L11649,行业,300电脑
2026-01-05,L11655,行业,300电力
2026-01-05,000300,规模,沪深300
2026-01-05,000500,规模,内地企业
2026-01-05,000501,规模,中国1000
2026-01-05,000510,规模,中证A500
2026-01-05,000852,规模,中证1000
2026-01-05,000903,规模,中证A100
2026-01-05,000904,规模,中证200
2026-01-05,000905,规模,中证500
2026-01-05,000906,规模,中证800
2026-01-05,000907,规模,中证700
2026-01-05,000980,规模,中证超大
2026-01-05,000985,规模,中证全指
2026-01-05,930050,规模,中证A50
2026-01-05,930646,规模,美股中国内地
2026-01-05,930931,规模,港股通50
2026-01-05,931269,规模,港股通30
2026-01-05,931395,规模,沪港深300
2026-01-05,931401,规模,香港30
2026-01-05,931643,规模,科创创业50
2026-01-05,931660,规模,中证东盟80
2026-01-05,931788,规模,中韩50
2026-01-05,931791,规模,大盘蓝筹25
2026-01-05,932000,规模,中证2000
2026-01-05,932592,规模,互联互通中国50
2026-01-05,932601,规模,中新亚洲100红利聚焦
2026-01-05,932607,规模,中新亚洲100
2026-01-05,H11100,规模,香港100
2026-01-05,H11105,规模,非台海外
2026-01-05,H11106,规模,非台华股
2026-01-05,H11108,规模,两岸三地
2026-01-05,H11123,规模,香港内地50
2026-01-05,H11134,规模,中证中国东盟180
2026-01-05,H11164,规模,香港300
2026-01-05,H11165,规模,香港200
2026-01-05,H11166,规模,HK300内地
2026-01-05,H11167,规模,HK300本地
2026-01-05,H11181,规模,金砖国家
2026-01-05,H11183,规模,金砖(HK)
2026-01-05,H30133,规模,金砖DR
2026-01-05,H30135,规模,金砖DR（HK）
2026-01-05,H30332,规模,香港50
2026-01-05,H30374,规模,中国内地全指
2026-01-05,H30455,规模,沪港深500
2026-01-05,H30456,规模,沪港深通中小
2026-01-05,H30457,规模,沪港深通综合
2026-01-05,000918,风格,300成长
2026-01-05,000919,风格,300价值
2026-01-05,000920,风格,300R成长
2026-01-05,000921,风格,300R价值
2026-01-05,932292,风格,太保主动偏股价值基金
2026-01-05,932293,风格,太保主动偏股均衡基金
2026-01-05,932294,风格,太保主动偏股成长基金
2026-01-05,932295,风格,太保主动偏股价值40分位
2026-01-05,932296,风格,太保主动偏股价值50分位
2026-01-05,932297,风格,太保主动偏股价值60分位
2026-01-05,932298,风格,太保主动偏股均衡40分位
2026-01-05,932299,风格,太保主动偏股均衡50分位
2026-01-05,932300,风格,太保主动偏股均衡60分位
2026-01-05,932301,风格,太保主动偏股成长40分位
2026-01-05,932302,风格,太保主动偏股成长50分位
2026-01-05,932303,风格,太保主动偏股成长60分位
2026-01-05,932396,风格,1000R价值
2026-01-05,932397,风格,1000R成长
2026-01-05,932398,风格,2000R价值
2026-01-05,932399,风格,2000R成长
2026-01-05,932400,风格,300P价值
2026-01-05,932401,风格,300P成长
2026-01-05,932402,风格,500P价值
2026-01-05,932403,风格,500P成长
2026-01-05,932404,风格,800P价值
2026-01-05,932405,风格,800P成长
2026-01-05,932406,风格,1000P价值
2026-01-05,932407,风格,1000P成长
2026-01-05,932408,风格,2000P价值
2026-01-05,932409,风格,2000P成长
2026-01-05,932441,风格,偏股价值基金
2026-01-05,932442,风格,偏股均衡基金
2026-01-05,932443,风格,偏股成长基金
2026-01-05,932494,风格,A500成长
2026-01-05,932495,风格,A500P成长
2026-01-05,932496,风格,A500R成长
2026-01-05,932497,风格,A500价值
2026-01-05,932498,风格,A500P价值
2026-01-05,932499,风格,A500R价值
2026-01-05,H11172,风格,HK300V
2026-01-05,H11173,风格,HK300G
2026-01-05,H11174,风格,HK300RV
2026-01-05,H11175,风格,HK300RG
2026-01-05,H30351,风格,500成长
2026-01-05,H30352,风格,500价值
2026-01-05,H30353,风格,500R成长
2026-01-05,H30354,风格,500R价值
2026-01-05,H30355,风格,800成长
2026-01-05,H30356,风格,800价值
2026-01-05,H30357,风格,800R成长
2026-01-05,H30358,风格,800R价值
2026-01-05,930609,NA,纯债债基
2026-01-05,930610,NA,普通债基
2026-01-05,930665,NA,商品动量
2026-01-05,930666,NA,商品趋势
2026-01-05,930775,NA,钢铁CFI
2026-01-05,930886,NA,煤炭CFI
2026-01-05,930889,NA,ETF市价
2026-01-05,930890,NA,主动股基
2026-01-05,930891,NA,被动股基
2026-01-05,930892,NA,普通混基
2026-01-05,930893,NA,灵活混基
2026-01-05,930895,NA,定开债基
2026-01-05,930897,NA,非纯债基
2026-01-05,930898,NA,转债债基
2026-01-05,930906,NA,软商CFI
2026-01-05,930940,NA,CME商品
2026-01-05,930950,NA,偏股基金
2026-01-05,930952,NA,黑金CFI
2026-01-05,930988,NA,粮食CFI
2026-01-05,930989,NA,油脂CFI
2026-01-05,931153,NA,FOF基金
2026-01-05,931154,NA,能源CFI
2026-01-05,931255,NA,主动偏股优选等权基金
2026-01-05,931771,NA,华夏银行新经济
2026-01-05,931812,NA,兴证财富50
2026-01-05,931889,NA,央视财经基金100
2026-01-05,931997,NA,1000股息点
2026-01-05,932006,NA,中证REITs（收盘）
2026-01-05,932047,NA,中证REITs全收益
2026-01-05,932055,NA,主动偏股
2026-01-05,932418,NA,养老目标FOF
2026-01-05,932435,NA,红利低波股债10/90
2026-01-05,932436,NA,红利低波股债20/80
2026-01-05,932437,NA,红利低波股债30/70
2026-01-05,932477,NA,红利低波交易所股债5/95
2026-01-05,932478,NA,红利低波交易所股债10/90
2026-01-05,932479,NA,红利低波交易所股债15/85
2026-01-05,932480,NA,红利低波交易所股债20/80
2026-01-05,932481,NA,红利低波交易所股债30/70
2026-01-05,H11020,NA,中证基金
2026-01-05,H11021,NA,股票基金
2026-01-05,H11022,NA,混合基金
2026-01-05,H11023,NA,债券基金
2026-01-05,H11024,NA,ETF净价
2026-01-05,H11025,NA,货币基金
2026-01-05,H11026,NA,QDII基金
2026-01-05,H11027,NA,金牛股票
2026-01-05,H11028,NA,金牛混合
2026-01-05,H11061,NA,商品CFCI
2026-01-05,H11062,NA,农产CFCI
2026-01-05,H11063,NA,金属CFCI
2026-01-05,H11064,NA,化工CFCI
2026-01-05,H11065,NA,能源CFCI
2026-01-05,H11066,NA,粮食CFCI
2026-01-05,H11067,NA,工金CFCI
2026-01-05,H11068,NA,纺织CFCI
2026-01-05,H11069,NA,油脂CFCI
2026-01-05,H30008,NA,商品LCFI
2026-01-05,H30009,NA,商品CFI
2026-01-05,H30069,NA,农产CFI
2026-01-05,H30070,NA,工金CFI
2026-01-05,H30071,NA,能化CFI
2026-01-05,H30072,NA,贵金CFI
2026-01-05,H30075,NA,300期指
2026-01-05,H30224,NA,粮油CFI
2026-01-05,H30225,NA,有色CFI
2026-01-05,H30226,NA,化工CFI
2026-01-05,H30227,NA,工业CFI
2026-01-05,H30228,NA,商品OCFI
2026-01-05,H30267,NA,高收益债ETFs
2026-01-05,H30350,NA,辽宁股交中心市场发展指数
2026-01-05,H30401,NA,300股息点
2026-01-05,H30402,NA,500股息点
2026-01-05,H30527,NA,商品短期
2026-01-05,H30528,NA,商品中期
2026-01-05,H30529,NA,农产短期
2026-01-05,H30530,NA,农产中期
