t_adx,t_cci,x_thr,t_max,r_max,r_min,mean,sd,t_mean,t_sd
15,55,0.6,120,0.09,-0.5,0.0256233174656782,0.126665600256216,53.0597315766187,46.2171049727475
15,55,0.6,125,0.09,-0.5,0.0268902586412175,0.126721900788296,54.0103165298945,47.9096482468317
15,55,0.65,110,0.09,-0.5,0.0248975200587366,0.139445933504663,50.5101284480943,42.617396879784
15,55,0.65,115,0.09,-0.5,0.0256718938879105,0.140291720810108,51.6471606745685,44.402310428876
15,55,0.65,120,0.09,-0.5,0.0256516943552342,0.141884954467977,52.8592420400113,46.2045383317318
15,55,0.65,125,0.09,-0.5,0.0269671178227947,0.141868873365362,53.7930336856104,47.888895093805
15,55,0.7,110,0.09,-0.5,0.0253248814105026,0.141743312572475,50.2586634680162,42.5963000159004
15,55,0.7,115,0.09,-0.5,0.0259949281434534,0.142647782821382,51.3902563595624,44.3763360090514
15,55,0.7,120,0.09,-0.5,0.0258853422132733,0.144320069956372,52.595805371894,46.1745306803641
15,55,0.7,125,0.09,-0.5,0.0272595448873762,0.14420243237464,53.5193476281149,47.8520939841793
15,55,0.75,110,0.09,-0.5,0.0256752636957517,0.144563666230921,50.052545544067,42.5776308200175
15,55,0.75,115,0.09,-0.5,0.0262063077375627,0.145584384985138,51.1862214674986,44.3609514983335
15,55,0.75,120,0.09,-0.5,0.026063730966158,0.147220660854929,52.3994112068284,46.1662390471402
15,55,0.75,125,0.09,-0.5,0.0275214327631044,0.147006939340875,53.31636803778,47.8439833869363
15,60,0.45,110,0.09,-0.5,0.0238277011261755,0.1247322539394,51.0478978471544,42.7502599365768
15,60,0.45,115,0.09,-0.5,0.0246212679364105,0.125497546668899,52.2131453851015,44.5533243154495
15,60,0.45,120,0.09,-0.5,0.024551064832963,0.127282899884285,53.4487541482554,46.3717126326979
15,60,0.45,125,0.09,-0.5,0.0257386701453154,0.127457836949541,54.4412931248677,48.0915528430617
15,60,0.5,110,0.09,-0.5,0.0242558221759134,0.124348442214193,50.9683029368176,42.7211288902479
15,60,0.5,115,0.09,-0.5,0.0250147275223112,0.125191038563348,52.1336291863368,44.5217868965071
15,60,0.5,120,0.09,-0.5,0.0249163145822939,0.127028432564562,53.3742741527567,46.3404139464215
15,60,0.5,125,0.09,-0.5,0.0260944102872178,0.127223584768585,54.3553307740743,48.0527300213866
15,60,0.55,110,0.09,-0.5,0.0243894449780624,0.13666725096167,50.8516446960385,42.6989150433166
15,60,0.55,115,0.09,-0.5,0.0250675860228581,0.137531429003165,52.0235702415808,44.5001325271344
15,60,0.55,120,0.09,-0.5,0.0249560708675018,0.139233542896563,53.257885328989,46.3151937945585
15,60,0.55,125,0.09,-0.5,0.0262270975608711,0.139349542628025,54.2082528573701,48.0129309782703
15,60,0.6,110,0.09,-0.5,0.0249393082028983,0.137962174926903,50.5677598294769,42.6699285867214
15,60,0.6,115,0.09,-0.5,0.0256224778683764,0.138896323820455,51.7284195350514,44.4643278626752
15,60,0.6,120,0.09,-0.5,0.0255220400094222,0.140557625286594,52.9462401607771,46.2695911987473
15,60,0.6,125,0.09,-0.5,0.0268369111312514,0.140573716565983,53.8934895934391,47.9606414280593
15,60,0.65,110,0.09,-0.5,0.0255289679612102,0.123687903024694,50.3199780542416,42.6724503633365
15,60,0.65,115,0.09,-0.5,0.0261640474456939,0.124736845014382,51.4843283249365,44.4655446705059
15,60,0.65,120,0.09,-0.5,0.0260018951408097,0.126722967313102,52.6952286045751,46.2661859467758
15,60,0.65,125,0.09,-0.5,0.0273829627319363,0.126536595065898,53.6204218199199,47.9455909732819
15,60,0.7,110,0.09,-0.5,0.0258306539502107,0.123652444377815,50.1103448275862,42.6753251307683
15,60,0.7,115,0.09,-0.5,0.0263398063401073,0.124796198242835,51.2824877536739,44.4693463415871
15,60,0.7,120,0.09,-0.5,0.0260864414298736,0.126927894968113,52.489906682774,46.2680342527475
15,60,0.7,125,0.09,-0.5,0.0275813960039403,0.12655347041351,53.4087632310019,47.9435496336872
15,60,0.75,110,0.09,-0.5,0.0262844969189727,0.12298439809736,49.8928126386043,42.6643870996219
15,60,0.75,115,0.09,-0.5,0.0266870864919946,0.124222975558807,51.0623875732758,44.4602038715062
15,60,0.75,120,0.09,-0.5,0.0264152003285338,0.126408336478712,52.2736012875355,46.2639195077964
15,60,0.75,125,0.09,-0.5,0.0280017697422544,0.125889816633984,53.179453365947,47.9358545473869
15,65,0.45,110,0.09,-0.5,0.0237397051546694,0.124666072473058,51.0636692535523,42.8168865498358
15,65,0.45,115,0.09,-0.5,0.02450092693451,0.125446066867518,52.2384402841998,44.624951440842
15,65,0.45,120,0.09,-0.5,0.0244123418766237,0.127274160003797,53.4778142549409,46.446641077439
15,65,0.45,125,0.09,-0.5,0.0255941419198114,0.127488820051638,54.4682601140785,48.1675486361301
15,65,0.5,110,0.09,-0.5,0.0241442240201214,0.124289083031543,51.0357187422011,42.7956283685663
15,65,0.5,115,0.09,-0.5,0.0248859104285707,0.125120013698253,52.2052070734454,44.5984743226645
15,65,0.5,120,0.09,-0.5,0.024762246553285,0.127012143470486,53.4497881753866,46.4198661162136
15,65,0.5,125,0.09,-0.5,0.0259343567040859,0.127231030191507,54.4320046095019,48.1344068032105
15,65,0.55,110,0.09,-0.5,0.0242358197368623,0.137107639152922,50.9561627172565,42.7691454748229
15,65,0.55,115,0.09,-0.5,0.0249283744885949,0.137960018767126,52.1303924672553,44.5713293607309
15,65,0.55,120,0.09,-0.5,0.0247803437812446,0.139724639921034,53.3708297640142,46.3886915348643
15,65,0.55,125,0.09,-0.5,0.0260678305200587,0.139861958041753,54.3225654382388,48.0877815708408
15,65,0.6,110,0.09,-0.5,0.024657866188531,0.138661874732282,50.690792996359,42.7667118438517
15,65,0.6,115,0.09,-0.5,0.0253041549691894,0.139629178504601,51.8592976287927,44.5651925331138
15,65,0.6,120,0.09,-0.5,0.0251517580288847,0.141389502724944,53.0839410666559,46.3739268297871
15,65,0.6,125,0.09,-0.5,0.0265036289382861,0.14140625722097,54.0292003290938,48.0660329862273
15,65,0.65,110,0.09,-0.5,0.025216511660244,0.123902258380673,50.425683153809,42.7866755150342
15,65,0.65,115,0.09,-0.5,0.025849765029859,0.12496735833468,51.5929282354963,44.5816767222251
15,65,0.65,120,0.09,-0.5,0.0256446507530775,0.127049301891074,52.8097546482353,46.3849016633565
15,65,0.65,125,0.09,-0.5,0.0271013722077639,0.126835235717056,53.7255034400427,48.061417122093
15,65,0.7,110,0.09,-0.5,0.0256453612825236,0.123600619845096,50.2460872460872,42.8092753324836
15,65,0.7,115,0.09,-0.5,0.0261313730975899,0.124806262580801,51.4172723227529,44.604145361458
15,65,0.7,120,0.09,-0.5,0.0258222024277096,0.127043003411146,52.6333240560349,46.4066672051205
15,65,0.7,125,0.09,-0.5,0.0273601130862453,0.126673915876336,53.5462407276252,48.0817855592064
15,65,0.75,110,0.09,-0.5,0.02617919760139,0.122642279428335,50.0120058565154,42.800385154106
15,65,0.75,115,0.09,-0.5,0.026490608670702,0.124055092443687,51.1911930664018,44.6019846703285
15,65,0.75,120,0.09,-0.5,0.0261878367858554,0.126333947724414,52.4098023715415,46.4101812392262
15,65,0.75,125,0.09,-0.5,0.0278023799534257,0.125827056302857,53.3071093058613,48.0818565213302
20,50,0.45,110,0.09,-0.5,0.0233752051924989,0.125180836506119,51.2134031972192,42.7320899034006
20,50,0.45,115,0.09,-0.5,0.0242186482460897,0.125978622154474,52.3583869909717,44.5280463597921
20,50,0.45,120,0.09,-0.5,0.024199730240452,0.127754558128821,53.5826183131572,46.3416237120127
20,50,0.45,125,0.09,-0.5,0.0254203959563822,0.127895758626549,54.576987128335,48.0607013678582
20,50,0.5,110,0.09,-0.5,0.023843645228703,0.124779444714771,51.1419625195699,42.6839564453152
20,50,0.5,115,0.09,-0.5,0.0246770308404431,0.125644389540185,52.2731146184089,44.4729785931449
20,50,0.5,120,0.09,-0.5,0.0246922204871574,0.127326824801538,53.4949721301597,46.2836206603842
20,50,0.5,125,0.09,-0.5,0.0258869701250632,0.127518885694209,54.4769511422819,47.9948336324075
20,50,0.55,110,0.09,-0.5,0.0239945126660213,0.124785883881984,51.1081615333664,42.6484085475683
20,50,0.55,115,0.09,-0.5,0.0247701551436625,0.125629543690468,52.2429971552565,44.436954385701
20,50,0.55,120,0.09,-0.5,0.0247911778708875,0.127342598338949,53.4635003117855,46.2467770737132
20,50,0.55,125,0.09,-0.5,0.0259929342433614,0.127508963954478,54.4345652990526,47.9532768393196
20,50,0.6,110,0.09,-0.5,0.0241191925961952,0.124634108320769,50.9830590961761,42.670186549054
20,50,0.6,115,0.09,-0.5,0.024908311004292,0.12549775680958,52.1189687438249,44.4599575160303
20,50,0.6,120,0.09,-0.5,0.025013460927724,0.127099823141382,53.3319757496771,46.2670334341268
20,50,0.6,125,0.09,-0.5,0.0263551003801073,0.127058824811015,54.2910707608899,47.9677833833811
20,50,0.65,110,0.09,-0.5,0.0242918948119058,0.138980576530345,50.7583353132177,42.6360980876926
20,50,0.65,115,0.09,-0.5,0.0251073261295787,0.139786073328522,51.886267344561,44.4211627812916
20,50,0.65,120,0.09,-0.5,0.0251849673135748,0.141286731233304,53.1001232490027,46.2269950248937
20,50,0.65,125,0.09,-0.5,0.0265828336317569,0.141185485717809,54.0507531803907,47.922022488225
20,50,0.7,110,0.09,-0.5,0.0245853158496657,0.141119447391843,50.6046009073075,42.6178983058615
20,50,0.7,115,0.09,-0.5,0.0252828773650518,0.14200202828441,51.7375499538887,44.4018429571777
20,50,0.7,120,0.09,-0.5,0.0252785505792022,0.143592533732821,52.9534357838387,46.2068082954325
20,50,0.7,125,0.09,-0.5,0.0266575113048196,0.14346330632873,53.895549823136,47.8960915429939
20,50,0.75,110,0.09,-0.5,0.0249816601283603,0.143590302863256,50.4379568696793,42.6103712908725
20,50,0.75,115,0.09,-0.5,0.0255155983635497,0.144582387269586,51.5820843690598,44.3996176451017
20,50,0.75,120,0.09,-0.5,0.0254876997436742,0.146185292394011,52.7984817998902,46.2064323062379
20,50,0.75,125,0.09,-0.5,0.0269710406248579,0.145980134761714,53.7311535635562,47.8923662429331
20,55,0.45,110,0.09,-0.5,0.0234503129246027,0.125069558053496,51.170477599511,42.7380103927593
20,55,0.45,115,0.09,-0.5,0.024299490185198,0.125879891376826,52.3072307897427,44.5320719527947
20,55,0.45,120,0.09,-0.5,0.0242522979422909,0.127647415948004,53.5468601268582,46.3518302353322
20,55,0.45,125,0.09,-0.5,0.0254563207618685,0.127864001659481,54.5385075639858,48.0706253591395
20,55,0.5,110,0.09,-0.5,0.0239028833120025,0.124764903482055,51.0818486334288,42.6964171571826
20,55,0.5,115,0.09,-0.5,0.0247280131358653,0.125633345755424,52.213590625274,44.4857896622549
20,55,0.5,120,0.09,-0.5,0.0247011647852878,0.1273287311152,53.4512911999532,46.3022944154634
20,55,0.5,125,0.09,-0.5,0.0258290901351644,0.127602137598404,54.4408031861282,48.0169917730396
20,55,0.55,110,0.09,-0.5,0.0243225320662237,0.124509201933036,50.9566441259262,42.6525587130393
20,55,0.55,115,0.09,-0.5,0.0250526527026011,0.125403978841824,52.0946570170599,44.4418422936018
20,55,0.55,120,0.09,-0.5,0.024996073751858,0.127168613250924,53.3252097656039,46.254875001489
20,55,0.55,125,0.09,-0.5,0.0261465265047312,0.127394227404144,54.2965479011326,47.9606877121941
20,55,0.6,110,0.09,-0.5,0.0245074485431369,0.137551818517918,50.7653024046636,42.6621602424417
20,55,0.6,115,0.09,-0.5,0.0252246317244338,0.138448274902306,51.9084453863393,44.4526252465204
20,55,0.6,120,0.09,-0.5,0.0252360183813761,0.139970343371441,53.1254434407344,46.259215768159
20,55,0.6,125,0.09,-0.5,0.026536859523856,0.140014466105481,54.0842962056304,47.9581552658963
20,55,0.65,110,0.09,-0.5,0.0247774611792242,0.13940085951418,50.5338095635948,42.6374591773746
20,55,0.65,115,0.09,-0.5,0.025522165302778,0.140263084131404,51.6710607160811,44.4242527201614
20,55,0.65,120,0.09,-0.5,0.0255004322117817,0.141828169066103,52.888423053273,46.2300193637531
20,55,0.65,125,0.09,-0.5,0.0268023544272424,0.14182011629297,53.8375427962059,47.9231039712082
20,55,0.7,110,0.09,-0.5,0.0252648935255251,0.141609318513174,50.3410000976658,42.6121876322947
20,55,0.7,115,0.09,-0.5,0.0259370853144289,0.142509387091418,51.470259858971,44.3917303714508
20,55,0.7,120,0.09,-0.5,0.0258309523319029,0.144168563351055,52.6846231746758,46.1934434602913
20,55,0.7,125,0.09,-0.5,0.0271532310613852,0.144088202789093,53.6237044082918,47.8779956404525
20,55,0.75,110,0.09,-0.5,0.025657436285295,0.14444429479246,50.1067805555013,42.5973790470465
20,55,0.75,115,0.09,-0.5,0.02617590427967,0.145399594523635,51.2505927304791,44.3848039270329
20,55,0.75,120,0.09,-0.5,0.0260044687024993,0.147066156996457,52.4717783833591,46.1929517567849
20,55,0.75,125,0.09,-0.5,0.0274535318881847,0.146860056457929,53.3941171838085,47.8733699786576
20,60,0.45,110,0.09,-0.5,0.0237431832509598,0.124865763893682,51.0211869814933,42.7587321133986
20,60,0.45,115,0.09,-0.5,0.0245569649597193,0.12563051259249,52.1846522343304,44.560678031461
20,60,0.45,120,0.09,-0.5,0.0244377526182518,0.127490566809182,53.4252541240839,46.3802019182037
20,60,0.45,125,0.09,-0.5,0.0256389508486714,0.12767626533283,54.4132774899886,48.0974244905839
20,60,0.5,110,0.09,-0.5,0.0239899400124723,0.135710315485747,50.9584702748882,42.7356043986907
20,60,0.5,115,0.09,-0.5,0.0247350101320404,0.136539896469796,52.1185861578931,44.5347762448852
20,60,0.5,120,0.09,-0.5,0.0246164108242451,0.138251525104908,53.3614862479702,46.3542547995958
20,60,0.5,125,0.09,-0.5,0.0257959660317557,0.13848110024704,54.3476121533649,48.0684115481786
20,60,0.55,110,0.09,-0.5,0.0245166470616355,0.136484108864004,50.8207232968881,42.6953056645784
20,60,0.55,115,0.09,-0.5,0.0251563185547554,0.137369375212998,51.9907927871211,44.4963166821741
20,60,0.55,120,0.09,-0.5,0.0250072957297084,0.13912285308938,53.2231585342529,46.3109723180694
20,60,0.55,125,0.09,-0.5,0.0262377547037441,0.139280894598112,54.1858387085842,48.0140869173047
20,60,0.6,110,0.09,-0.5,0.0247434109207381,0.137893354602629,50.6342614981292,42.7089903252676
20,60,0.6,115,0.09,-0.5,0.0253977189992242,0.138840989115868,51.8027351474096,44.5083824137603
20,60,0.6,120,0.09,-0.5,0.0253252390142303,0.14047395948553,53.0202893369256,46.3151367683286
20,60,0.6,125,0.09,-0.5,0.0266607048882823,0.140463530448716,53.9751538461538,48.0120304105525
20,60,0.65,110,0.09,-0.5,0.0254574879647299,0.123756207377494,50.319208665873,42.6807092876499
20,60,0.65,115,0.09,-0.5,0.0260731794002855,0.124794816683617,51.4873758948826,44.4765379922582
20,60,0.65,120,0.09,-0.5,0.0259208676457307,0.126733952719374,52.7003670779709,46.2791326888504
20,60,0.65,125,0.09,-0.5,0.0273000242490581,0.12656623468401,53.6399875658713,47.9661846350377
20,60,0.7,110,0.09,-0.5,0.0258712312149503,0.123590590295206,50.1722687621158,42.6810092293598
20,60,0.7,115,0.09,-0.5,0.0263471932268395,0.124758539050087,51.3428031288482,44.4741389332993
20,60,0.7,120,0.09,-0.5,0.0260834123446485,0.12688764779001,52.5558081816131,46.2748257407978
20,60,0.7,125,0.09,-0.5,0.0275223210212723,0.126577599003732,53.4869640989892,47.9557414396029
20,60,0.75,110,0.09,-0.5,0.0262792497413355,0.122993144580818,49.9429464061058,42.6864205774224
20,60,0.75,115,0.09,-0.5,0.0266918634606908,0.124143872741875,51.1141458495283,44.4826053374931
20,60,0.75,120,0.09,-0.5,0.0263928005511325,0.126349261960852,52.3319809119384,46.2887089849765
20,60,0.75,125,0.09,-0.5,0.0279875885535663,0.125822935659651,53.2412744663331,47.9625623720001
20,65,0.45,110,0.09,-0.5,0.0237765055913272,0.124702714952586,51.02068183522,42.8195180045865
20,65,0.45,115,0.09,-0.5,0.0245418910775574,0.125498903116207,52.1929639930843,44.6253725729609
20,65,0.45,120,0.09,-0.5,0.0244101599584106,0.127386448169228,53.4346546292378,46.4464383114312
20,65,0.45,125,0.09,-0.5,0.0256096732762686,0.127583368816415,54.4204140978313,48.1638261394146
20,65,0.5,110,0.09,-0.5,0.023874773945583,0.136024852274282,50.9978845196615,42.809575352623
20,65,0.5,115,0.09,-0.5,0.0245949373114737,0.136850083672371,52.163375448448,44.6117333571914
20,65,0.5,120,0.09,-0.5,0.0244613765429097,0.138587171984947,53.4091453071504,46.4338869505421
20,65,0.5,125,0.09,-0.5,0.0256335794310272,0.138839236610672,54.3945966275936,48.1498320214903
20,65,0.55,110,0.09,-0.5,0.0243573529098017,0.136998029454372,50.8922348065977,42.7735137387062
20,65,0.55,115,0.09,-0.5,0.0249907298167562,0.137884087593429,52.0651293601428,44.5755979930115
20,65,0.55,120,0.09,-0.5,0.0248180655709473,0.139691094550413,53.3014844142345,46.3918825144077
20,65,0.55,125,0.09,-0.5,0.0260525892979184,0.139864609506936,54.2625838532627,48.0951448665317
20,65,0.6,110,0.09,-0.5,0.0246555493553966,0.138433125626361,50.7008481212588,42.8004302997994
20,65,0.6,115,0.09,-0.5,0.0252757496980664,0.139400398905541,51.8757999494419,44.6022197223194
20,65,0.6,120,0.09,-0.5,0.0251480855569358,0.141129988104565,53.0989692918209,46.4110747687277
20,65,0.6,125,0.09,-0.5,0.0264983586178654,0.141147584106204,54.0518440266374,48.1079261092739
20,65,0.65,110,0.09,-0.5,0.0252568515199855,0.123819372879471,50.3969117578868,42.7911724130944
20,65,0.65,115,0.09,-0.5,0.0258668607912164,0.124873585061671,51.5682349842755,44.5891799282688
20,65,0.65,120,0.09,-0.5,0.0256425894503162,0.126966612838641,52.7873112344569,46.3944058473193
20,65,0.65,125,0.09,-0.5,0.0270874525584584,0.126778775819935,53.7171597633136,48.078319982102
20,65,0.7,110,0.09,-0.5,0.02562848856963,0.123529426780351,50.3279512678434,42.8239417536772
20,65,0.7,115,0.09,-0.5,0.0260839745552653,0.124765224369082,51.5011216946784,44.6197803428465
20,65,0.7,120,0.09,-0.5,0.0257404986782708,0.127044434670883,52.7244037980274,46.4253096441232
20,65,0.7,125,0.09,-0.5,0.0272539329706464,0.126703295063742,53.6527628904084,48.107446329221
20,65,0.75,110,0.09,-0.5,0.0261314966825166,0.122709072218593,50.0853262936531,42.8271681157945
20,65,0.75,115,0.09,-0.5,0.0264672488553527,0.12402471898028,51.2654456599713,44.6288846763587
20,65,0.75,120,0.09,-0.5,0.0261137669778435,0.126361366580977,52.4919021982952,46.4400718904147
20,65,0.75,125,0.09,-0.5,0.0277450609418665,0.125824298183791,53.3951412989588,48.11491963474
25,50,0.45,110,0.09,-0.5,0.0234385337349725,0.125115427101911,51.2358736250557,42.7226991912315
25,50,0.45,115,0.09,-0.5,0.024292564444588,0.125898968056016,52.3788308496193,44.517965856271
25,50,0.45,120,0.09,-0.5,0.0242829151925382,0.127671023821848,53.6015331933785,46.3306609270352
25,50,0.45,125,0.09,-0.5,0.0254479138236296,0.127870696960104,54.6020743018014,48.0515542296016
25,50,0.5,110,0.09,-0.5,0.0240035903719759,0.124695611261858,51.0752825305803,42.6649088914232
25,50,0.5,115,0.09,-0.5,0.0248860265660809,0.125475479245425,52.1997608884489,44.4508383632445
25,50,0.5,120,0.09,-0.5,0.0248899310347346,0.127173648990499,53.4202288791653,46.2600669633555
25,50,0.5,125,0.09,-0.5,0.0260401227574711,0.127408495175388,54.4090729931117,47.9729460638354
25,50,0.55,110,0.09,-0.5,0.0239611651631166,0.124810803880464,51.0844859583107,42.6587461530956
25,50,0.55,115,0.09,-0.5,0.0247687230320836,0.125602547974431,52.2152959934167,44.4467757065215
25,50,0.55,120,0.09,-0.5,0.0247850816775728,0.127336619735912,53.4359219901973,46.2572218075322
25,50,0.55,125,0.09,-0.5,0.0259468616911776,0.127560489189531,54.4135852879457,47.9670700591832
25,50,0.6,110,0.09,-0.5,0.0239020712963081,0.124919872323869,51.0173605548053,42.6797228742704
25,50,0.6,115,0.09,-0.5,0.0247019510473867,0.125750163976039,52.1578965493491,44.4712153160704
25,50,0.6,120,0.09,-0.5,0.0248134553160679,0.127364556272512,53.3733394621926,46.2792390776975
25,50,0.6,125,0.09,-0.5,0.0261355127204795,0.127369659079388,54.3388101721512,47.9830419227621
25,50,0.65,110,0.09,-0.5,0.0242219787708401,0.138800958352692,50.7759404174425,42.6524774556861
25,50,0.65,115,0.09,-0.5,0.025042468558154,0.139596384225204,51.9089947366359,44.4407325496418
25,50,0.65,120,0.09,-0.5,0.0251515452539262,0.141053690574335,53.121739812527,46.2472115965101
25,50,0.65,125,0.09,-0.5,0.0265066266489111,0.140990270274318,54.0871231510283,47.9494677676612
25,50,0.7,110,0.09,-0.5,0.0244672827609375,0.140935188003419,50.6511223641448,42.635475909509
25,50,0.7,115,0.09,-0.5,0.0251389708982247,0.141820053152201,51.789285389443,44.4229612429171
25,50,0.7,120,0.09,-0.5,0.025175043276461,0.143335804802154,53.0033987285114,46.228651999513
25,50,0.7,125,0.09,-0.5,0.0265245779695077,0.14324301170361,53.9588081165072,47.9253113486578
25,50,0.75,110,0.09,-0.5,0.0246067109119597,0.143687110153688,50.5148943042745,42.6137272102646
25,50,0.75,115,0.09,-0.5,0.0251717493922799,0.144599401935098,51.6592172739541,44.4051057698533
25,50,0.75,120,0.09,-0.5,0.0251424825233006,0.146186296027038,52.8783742414147,46.2150994157084
25,50,0.75,125,0.09,-0.5,0.0265943104110866,0.146042059859721,53.8247504701287,47.909612283576
25,55,0.45,110,0.09,-0.5,0.0236172194421209,0.124852314180836,51.1842272406493,42.7313940917262
25,55,0.45,115,0.09,-0.5,0.0244722260209664,0.125647929437854,52.3172862453532,44.5238596764999
25,55,0.45,120,0.09,-0.5,0.0244383929843162,0.127407383803395,53.5554207048068,46.3425363044813
25,55,0.45,125,0.09,-0.5,0.0255836616497306,0.12767744063247,54.5555022051501,48.0638479519338
25,55,0.5,110,0.09,-0.5,0.0240546813418923,0.124672449825979,51.0290520025061,42.6764339591861
25,55,0.5,115,0.09,-0.5,0.0249006293885788,0.125490680784687,52.1530382305438,44.4622170355843
25,55,0.5,120,0.09,-0.5,0.0248513514789581,0.127211041452427,53.3889915893187,46.2772123373623
25,55,0.5,125,0.09,-0.5,0.025940560072019,0.127521187686993,54.3854119109833,47.993754107692
25,55,0.55,110,0.09,-0.5,0.0242809686728938,0.124550341439408,50.9290115875474,42.6498260133664
25,55,0.55,115,0.09,-0.5,0.0250030830908601,0.125439402933191,52.0648547891202,44.4392691473796
25,55,0.55,120,0.09,-0.5,0.0249528502566868,0.127199493256001,53.2963558586086,46.2540179058532
25,55,0.55,125,0.09,-0.5,0.0260537276799487,0.12749264359727,54.2735139323884,47.9637663650005
25,55,0.6,110,0.09,-0.5,0.0243074532872004,0.13764152081616,50.7934705720143,42.6595699973272
25,55,0.6,115,0.09,-0.5,0.0250393280253211,0.138493474656672,51.9374879761447,44.4504357133345
25,55,0.6,120,0.09,-0.5,0.0250379831073059,0.14003743130273,53.1596327183894,46.2594110117396
25,55,0.6,125,0.09,-0.5,0.0262972634615181,0.140147508883384,54.1263969264597,47.9623464979751
25,55,0.65,110,0.09,-0.5,0.0247845258195497,0.139171958274358,50.5698026062572,42.6379816377602
25,55,0.65,115,0.09,-0.5,0.0255174031468218,0.140054685874151,51.712190549705,44.4266511119594
25,55,0.65,120,0.09,-0.5,0.0255236537088137,0.141583771481008,52.9256822007008,46.2307409103342
25,55,0.65,125,0.09,-0.5,0.0267980623503326,0.141596221637815,53.8882933787583,47.929273505496
25,55,0.7,110,0.09,-0.5,0.0251967124127369,0.141380752130775,50.379705400982,42.6211578341907
25,55,0.7,115,0.09,-0.5,0.0258427052953269,0.142282086585719,51.5162016925701,44.4045823420231
25,55,0.7,120,0.09,-0.5,0.0257686903086505,0.143865545973274,52.7286457243145,46.2066902178302
25,55,0.7,125,0.09,-0.5,0.0270812850710624,0.143791337255265,53.6761339756232,47.8963863570634
25,55,0.75,110,0.09,-0.5,0.0254696799353279,0.144365792960034,50.1179153595966,42.5875380084551
25,55,0.75,115,0.09,-0.5,0.026053721058053,0.145211410305036,51.2591163418869,44.3751744877307
25,55,0.75,120,0.09,-0.5,0.0258723492147029,0.146886430315649,52.4815451140883,46.1846336236299
25,55,0.75,125,0.09,-0.5,0.0272803626307392,0.146731094202456,53.4169638703675,47.8720095584594
25,60,0.45,110,0.09,-0.5,0.0238528237821163,0.124667826342794,51.0600573357042,42.7576053958313
25,60,0.45,115,0.09,-0.5,0.0246792072489393,0.12540957487835,52.2218441522995,44.5593092311871
25,60,0.45,120,0.09,-0.5,0.0245551856425388,0.127293162657683,53.4612379807692,46.3783707149341
25,60,0.45,125,0.09,-0.5,0.0257242559809548,0.127510706617021,54.4582594549144,48.0988568555349
25,60,0.5,110,0.09,-0.5,0.0242624344356262,0.124524843278321,50.8957658295365,42.716790670853
25,60,0.5,115,0.09,-0.5,0.0250238859225746,0.125352577128506,52.0491601679664,44.5124307925354
25,60,0.5,120,0.09,-0.5,0.0248672332434289,0.127225843293487,53.2894718412022,46.3300612388909
25,60,0.5,125,0.09,-0.5,0.0260135908236432,0.127461190349852,54.2840559918061,48.0472047246322
25,60,0.55,110,0.09,-0.5,0.024333561377254,0.136572160130806,50.8082360513116,42.7023309127874
25,60,0.55,115,0.09,-0.5,0.0249877861077178,0.137432787729287,51.9757245369083,44.503914240271
25,60,0.55,120,0.09,-0.5,0.0248498322467274,0.139155496481484,53.2108509524923,46.3212271503452
25,60,0.55,125,0.09,-0.5,0.0260387711995567,0.139364717941092,54.1834277857885,48.0304846391736
25,60,0.6,110,0.09,-0.5,0.0245524299290128,0.137984344585312,50.6376136420714,42.7141303128886
25,60,0.6,115,0.09,-0.5,0.0252241170523998,0.138867187353001,51.8068678171771,44.5138270736959
25,60,0.6,120,0.09,-0.5,0.0251174343535583,0.140557993859946,53.0293913854139,46.3229480538713
25,60,0.6,125,0.09,-0.5,0.026432943215416,0.140586161174154,53.9921960967836,48.0239760062106
25,60,0.65,110,0.09,-0.5,0.0254078923545224,0.123789104844802,50.3492040457982,42.6948786076404
25,60,0.65,115,0.09,-0.5,0.0259982637647855,0.124862551444645,51.525034537919,44.4933271347154
25,60,0.65,120,0.09,-0.5,0.025884725187787,0.126755115779984,52.7330907503093,46.2936313754198
25,60,0.65,125,0.09,-0.5,0.0272574329993407,0.126585964160507,53.684060554695,47.9854352000535
25,60,0.7,110,0.09,-0.5,0.0258905883272772,0.123448089028824,50.2016930061098,42.685884796293
25,60,0.7,115,0.09,-0.5,0.026358593937257,0.124587317752434,51.380786265155,44.4834950359227
25,60,0.7,120,0.09,-0.5,0.0261538717316828,0.126611740820871,52.5900604110691,46.28392496105
25,60,0.7,125,0.09,-0.5,0.0275793557807076,0.126315167491754,53.5280259811671,47.9692392359257
25,60,0.75,110,0.09,-0.5,0.0262247627685232,0.123045193355942,49.9294676021461,42.6711798085548
25,60,0.75,115,0.09,-0.5,0.026638726316804,0.124145433310398,51.1064546807807,44.4702937100402
25,60,0.75,120,0.09,-0.5,0.0263197173003065,0.126370486469408,52.3249482829955,46.2773615642671
25,60,0.75,125,0.09,-0.5,0.0278384187122362,0.125942604673271,53.247564243721,47.9581313005175
25,65,0.45,110,0.09,-0.5,0.023769728753252,0.124658033640168,51.0773071513074,42.8172369980099
25,65,0.45,115,0.09,-0.5,0.0245567993259739,0.125415768673998,52.2476226950885,44.623102231289
25,65,0.45,120,0.09,-0.5,0.0244312480857869,0.127303049194392,53.4896131336362,46.4446942973146
25,65,0.45,125,0.09,-0.5,0.025589851156991,0.127552214340796,54.4858336070574,48.1663716287027
